"Meetnet";"ID";"IDPlots";"Jaar";"Habitattype";"Habitatsubtype";"HabCode";"Versie";"Criterium";"Indicator";"Belang";"Voorwaarde";"Waarde";"AfkomstWaarde";"Operator";"Referentiewaarde";"Status_voorwaarde";"Verschilscore";"VoorwaardeID";"Combinatie";"SBZH";"Regio"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"12,8458498023715";"observatie";"<=";"30";TRUE;0,571805006587617;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"1";"berekend";">=";"5";FALSE;-0,8;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113000642";"ty_01";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"12,8458498023715";"observatie";"<=";"10";FALSE;-0,0316205533596833;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,837837837837838;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113000653";"ty_07";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,464864864864865;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"1";"berekend";">=";"5";FALSE;-0,8;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113000655";"ty_08";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,673081081081081;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";"berekend";">=";"5";FALSE;-0,2;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"4";"berekend";">=";"5";FALSE;-0,2;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113000781";"wn_25";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,625391157967568;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"6";"berekend";">=";"5";TRUE;0,0434782608695652;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";"berekend";">=";"5";FALSE;-0,4;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113000788";"wn_29";2008;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,527962648648649;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"5";"berekend";">=";"5";TRUE;0;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001010";"wo_03";2013;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"cd";"berekend";">=";"f";TRUE;0,436130248648649;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"5";"berekend";">=";"5";TRUE;0;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001059";"wz_04";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"a";"berekend";">=";"f";TRUE;0,136629702478876;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"7";"berekend";">=";"5";TRUE;0,0869565217391304;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001068";"wz_05";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,645256778378378;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"5";"berekend";">=";"5";TRUE;0;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"1";"berekend";">=";"5";FALSE;-0,8;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001122";"wz_18";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"a";"berekend";">=";"f";TRUE;0,124090810810811;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";"berekend";">=";"5";FALSE;-0,4;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001135";"wz_21";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"d";"berekend";">=";"f";TRUE;0,783783783783784;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"5,33070088845015";"observatie";"<=";"30";TRUE;0,822309970384995;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001140";"wz_24";2012;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"5,33070088845015";"observatie";"<=";"10";TRUE;0,466929911154985;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"cd";"berekend";">=";"f";TRUE;0,229405405405405;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"3";"berekend";">=";"5";FALSE;-0,4;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"0";"berekend";"<";"10";TRUE;1;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"30";TRUE;1;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"Afwezig";"berekend";"<=";"WT";TRUE;1;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001527";"zb_02";2014;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"0";"observatie";"<=";"10";TRUE;1;669;"669";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"bedekking sleutelsoorten";"b";"bedekking sleutelsoorten";"f";"berekend";">=";"f";TRUE;0,00464864864864868;1136;"1136";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 2.0";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"2";"berekend";">=";"5";FALSE;-0,6;313;"313";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"1";"berekend";"<";"10";TRUE;0,9;880;"880";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1027;"1027";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 2.0";"Verstoring";"verbossing";"b";"bedekking boomlaag";"36,1303060217177";"observatie";"<=";"30";FALSE;-0,0875758003102529;671;"671";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 3";"Vegetatie";"sleutelsoorten";"b";"aantal sleutelsoorten";"1";"berekend";">=";"5";FALSE;-0,8;315;"315";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 3";"Verstoring";"invasieve exoten";"zb";"bedekking invasieve exoten";"s";"berekend";"<=";"WT";TRUE;0,459459459459459;878;"878";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 3";"Verstoring";"overige exoten";"b";"bedekking overige exoten";"0";"berekend";"<=";"10";TRUE;1;1031;"1031";"Binnen";"Atlantic"
"PINK";"IV2017100113001535";"zw_01";2013;"2160";"2160";"2160";"Versie 3";"Verstoring";"verbossing";"b";"bedekking boomlaag";"36,1303060217177";"observatie";"<=";"10";FALSE;-0,290336733574641;669;"669";"Binnen";"Atlantic"
