"ID";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"VBI2135132";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2135132";"9120";"9120";"MSA";"MSA";"12.081923097386";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2135132";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2136040";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2136040";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2136040";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2136040";"9120";"9120";"MSA";"MSA";"1.78090782496";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2136040";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2136102";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2136102";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2136102";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2136102";"9120";"9120";"MSA";"MSA";"3.678565731988";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2136102";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2136113";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2136113";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2136113";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2136113";"9120";"9120";"MSA";"MSA";"140.216102326625";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2136113";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2136114";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"3.06872026280214";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2136114";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2136114";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2136114";"9120";"9120";"MSA";"MSA";"140.216102326625";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2136114";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2136121";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0.955811604536474";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2136121";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2136121";"9120";"9120";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2136121";"9120";"9120";"MSA";"MSA";"140.216102326625";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2136121";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137010";"91E0";"91E0_va";"volumeAandeelDoodHout";"aandeel dood hout";"6.14431982605776";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137010";"91E0";"91E0_va";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137010";"91E0";"91E0_va";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137010";"91E0";"91E0_va";"MSA";"MSA";"2.55827211697";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137010";"91E0";"91E0_va";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137011";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"3.13237187030556";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137011";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137011";"9120";"9120";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137011";"9120";"9120";"MSA";"MSA";"5.65309766466";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137011";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137028";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"4.68220048573464";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137028";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137028";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137028";"9120";"9120";"MSA";"MSA";"10.996608329638";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137028";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137035";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137035";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137035";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137035";"9120";"9120";"MSA";"MSA";"37.272402063797";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137035";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137037";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"2.31744379715774";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137037";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137037";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137037";"9120";"9120";"MSA";"MSA";"2.91331497570285";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137037";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137052";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"22.6930901128698";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137052";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137052";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137052";"9120";"9120";"MSA";"MSA";"111.215858563291";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137052";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137053";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"1.16894379005186";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137053";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137053";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137053";"9120";"9120";"MSA";"MSA";"111.215858563291";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137053";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137054";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"7.8327944965739";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137054";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137054";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137054";"9120";"9120";"MSA";"MSA";"111.215858563291";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137054";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2137060";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"15.9076521645081";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2137060";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2137060";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2137060";"9120";"9120";"MSA";"MSA";"111.215858563291";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2137060";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138019";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"1.09926764074605";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138019";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138019";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138019";"9120";"9120";"MSA";"MSA";"8.91007849084";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138019";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138020";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138020";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138020";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138020";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138020";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138020";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138020";"9120";"9120";"MSA";"MSA";"119.822289333592";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138020";"9120";"9120";"MSA";"MSA";"119.822289333592";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138020";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138020";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138027";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0.160178017197659";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138027";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138027";"9120";"9120";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138027";"9120";"9120";"MSA";"MSA";"119.822289333592";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138027";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138028";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138028";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138028";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138028";"9120";"9120";"MSA";"MSA";"119.822289333592";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138028";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138036";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"13.8990921111531";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138036";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138036";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138036";"9120";"9120";"MSA";"MSA";"119.822289333592";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138036";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138097";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"3.09828029926781";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138097";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138097";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138097";"9120";"9120";"MSA";"MSA";"4.071118109535";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138097";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2138098";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0.645707456238328";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2138098";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2138098";"9120";"9120";"bosconstantie";"bosconstantie";"81";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2138098";"9120";"9120";"MSA";"MSA";"5.723613855729";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2138098";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2142137";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"0";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2142137";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2142137";"9120";"9120";"bosconstantie";"bosconstantie";"41";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2142137";"9120";"9120";"MSA";"MSA";"0.386188835709";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2142137";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2144048";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"22.6845748053379";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2144048";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2144048";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2144048";"9120";"9120";"MSA";"MSA";"52.6206855333199";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2144048";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2144055";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"23.9032678149469";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2144055";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2144055";"9120";"9120";"bosconstantie";"bosconstantie";"101";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
"VBI2144055";"9120";"9120";"MSA";"MSA";"52.6206855333199";"Decimaal getal";NA;NA;"Structuur";"minimum structuurareaal"
"VBI2144055";"9120";"9120";"natuurlijke_mozaiekstructuur";"natuurlijke mozaïekstructuur";"0";"Ja/nee";NA;NA;"Structuur";"horizontale structuur - natuurlijke mozaiekstructuur"
"VBI2144056";"9120";"9120";"volumeAandeelDoodHout";"aandeel dood hout";"2.38758716933837";"Percentage";NA;"%";"Structuur";"aandeel dood hout"
"VBI2144056";"9120";"9120";"dikDoodHoutStaand_ha";"aantal exemplaren dik dood hout per ha";"0";"Decimaal getal";NA;NA;"Structuur";"hoeveelheid dik dood hout"
"VBI2144056";"9120";"9120";"bosconstantie";"bosconstantie";"20";"Geheel getal";NA;NA;"Structuur";"bosconstantie"
