"Meetnet";"ID";"Habitattype";"Habitatsubtype";"Versie";"Regio";"PolygonWeight";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"PINK";"Polygoon9";"2110";"2110";"Versie 3";"Atlantic";263;5;5;0;100;1
"PINK";"Polygoon90";"2110";"2110";"Versie 2.0";"Atlantic";202;3;4;0;75;1
"PINK";"Polygoon90";"2110";"2110";"Versie 3";"Atlantic";202;4;5;0;80;1
"PINK";"Polygoon91";"2110";"2110";"Versie 2.0";"Atlantic";402;2;4;1;50;0
"PINK";"Polygoon91";"2110";"2110";"Versie 3";"Atlantic";402;3;5;1;60;0
"PINK";"Polygoon92";"2110";"2110";"Versie 2.0";"Atlantic";135;3;4;0;75;1
"PINK";"Polygoon92";"2110";"2110";"Versie 3";"Atlantic";135;4;5;0;80;1
"PINK";"Polygoon93";"2110";"2110";"Versie 2.0";"Atlantic";146;3;4;0;75;1
"PINK";"Polygoon93";"2110";"2110";"Versie 3";"Atlantic";146;4;5;0;80;1
"PINK";"Polygoon94";"2110";"2110";"Versie 2.0";"Atlantic";2132;3;4;0;75;1
"PINK";"Polygoon94";"2110";"2110";"Versie 3";"Atlantic";2132;4;5;0;80;1
"PINK";"Polygoon95";"2110";"2110";"Versie 2.0";"Atlantic";35;2;4;1;50;0
"PINK";"Polygoon95";"2110";"2110";"Versie 3";"Atlantic";35;3;5;1;60;0
"PINK";"Polygoon96";"2110";"2110";"Versie 2.0";"Atlantic";401;3;4;0;75;1
"PINK";"Polygoon96";"2110";"2110";"Versie 3";"Atlantic";401;4;5;0;80;1
"PINK";"Polygoon97";"2110";"2110";"Versie 2.0";"Atlantic";21;2;4;1;50;0
"PINK";"Polygoon97";"2110";"2110";"Versie 3";"Atlantic";21;3;5;1;60;0
"PINK";"Polygoon98";"2110";"2110";"Versie 2.0";"Atlantic";2818;2;4;1;50;0
"PINK";"Polygoon98";"2110";"2110";"Versie 3";"Atlantic";2818;3;5;1;60;0
"PINK";"Polygoon99";"2110";"2110";"Versie 2.0";"Atlantic";262;3;4;0;75;1
"PINK";"Polygoon99";"2110";"2110";"Versie 3";"Atlantic";262;4;5;0;80;1
