"";"ID";"Criterium";"Indicator";"Voorwaarde";"Type";"Invoertype";"Eenheid";"Waarde"
"971";"LI_MAT_007_3140_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";0
"972";"LI_MAT_007_3150_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";1
"973";"LI_MAT_009_3130n_16";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";1
"974";"LI_MAT_011_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";1
"975";"LI_MAT_012_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";1
"976";"LI_MLV_002_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";30
"977";"LI_MLV_010_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"978";"LI_MLV_010_3130n_17";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";0
"979";"LI_MLV_010_3140_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"980";"LI_MLV_011_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";2
"981";"LI_MLV_014_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";10
"982";"LI_MLV_016_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";35
"983";"LI_MLV_016_3130n_17";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";0
"984";"LI_MLV_016_3140_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";35
"985";"LI_MLV_026_3130a_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"986";"LI_MLV_026_3130n_16";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";30
"987";"LI_MOB_001_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";25
"988";"LI_MOB_001_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";25
"989";"LI_MUN_002_3130n_17";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";0
"990";"LI_PIJ_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";15
"991";"LI_SBB_004_3130n_16";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";70
"992";"LI_SBB_005_3130a_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"993";"LI_SCH_001_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";0
"994";"LI_SLU_001_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";15
"995";"LI_SLU_001_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";0
"996";"LI_TEU_004_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";17
"997";"LI_TEU_005_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";65
"998";"LI_TOM_001_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";40
"999";"LI_TOM_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";20
"1000";"LI_TOM_002_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";25
"1001";"LI_VZB_003_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";3
"1002";"LI_VZB_005_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";25
"1003";"LI_WIK_002_3130a_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"1004";"LI_WIK_005_3130a_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"1005";"LI_WIK_007_3130a_16";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1006";"LI_WIK_007_3130n_16";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";1
"1007";"LI_WIK_008_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";10
"1008";"LI_ZUT_001_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"1009";"LI_ZUT_001_3140_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";90
"1010";"OV_DAM_001_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1011";"OV_DON_003_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1012";"OV_FON_001_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";60
"1013";"OV_FON_002_3140_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";8
"1014";"OV_KRA_001_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1015";"OV_KRA_001_3130n_18";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";5
"1016";"OV_KRA_001_3130n_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1017";"OV_LIN_001_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";60
"1018";"OV_STB_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1019";"OV_STB_002_3140_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1020";"VB_ASD_001_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";65
"1021";"VB_KBL_001_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";20
"1022";"VB_KBL_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";97
"1023";"VB_KOR_001_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";3
"1024";"VB_VDB_001_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";35
"1025";"VB_VIE_004_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";20
"1026";"VB_VIE_004_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";20
"1027";"VB_VIN_002_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";30
"1028";"VB_VOR_002_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";12
"1029";"VB_VOR_003_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";60
"1030";"VB_VOR_005_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";20
"1031";"VB_VOR_005_3150_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";20
"1032";"WV_BBV_001_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";45
"1033";"WV_BBV_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";5
"1034";"WV_BBV_002_3130n_17";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";15
"1035";"WV_BBV_003_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";2
"1036";"WV_BUL_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";8
"1037";"WV_DAM_001_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";40
"1038";"WV_GUP_001_3130a_18";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";15
"1039";"WV_GUP_002_3130a_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";10
"1040";"WV_GUP_002_3130n_17";"Structuur";"verticale structuur";"% begroeid met opgaande vegetatie";"Percentage";NA;"%";5
"1041";"WV_KPV_001_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";60
"1042";"WV_LEI_003_3150_17";"Structuur";"verticale structuur";"bedekking helofyten";"Percentage";NA;"%";10
"1043";"AN_KDN_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1044";"AN_KDN_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1045";"AN_KDN_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1046";"AN_KDN_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1047";"AN_KDN_002_3140_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1048";"AN_KDN_002_3140_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1049";"AN_SNE_004_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1050";"AN_SNE_004_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1051";"AN_SNE_004_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";20
"1052";"AN_SNE_004_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";30
"1053";"AN_SNE_004_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1054";"AN_SNE_004_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1055";"AN_SNE_004_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";20
"1056";"AN_SNE_004_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";3
"1057";"LI_MAT_003_3150_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";22
"1058";"LI_MAT_003_3150_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";15
"1059";"AN_KAL_007_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";13
"1060";"AN_KAL_007_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1061";"AN_KAL_007_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";3
"1062";"AN_KAL_007_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1063";"LI_OPH_005_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";60
"1064";"LI_OPH_005_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1065";"LI_OPH_005_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";60
"1066";"LI_OPH_005_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";5
"1067";"AN_KAL_004_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";50
"1068";"AN_KAL_004_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1069";"AN_KAL_004_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";49
"1070";"AN_KAL_004_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";40
"1071";"LI_MAT_001_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1072";"LI_MAT_001_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1073";"LI_MAT_001_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1074";"LI_MAT_001_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1075";"AN_TUR_001_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1076";"AN_TUR_001_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1077";"AN_TUR_001_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1078";"AN_TUR_001_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1079";"AN_BEE_001_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1080";"AN_BEE_001_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1081";"AN_BEE_001_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1082";"AN_BEE_001_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";40
"1083";"AN_BEE_001_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1084";"AN_BEE_001_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1085";"AN_BEE_001_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1086";"AN_BEE_001_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";40
"1087";"AN_LIL_001_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";45
"1088";"AN_LIL_001_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1089";"AN_LIL_001_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1090";"AN_LIL_001_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";15
"1091";"AN_VVM_002_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";30
"1092";"AN_VVM_002_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1093";"AN_VVM_002_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1094";"AN_VVM_002_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";3
"1095";"AN_MOL_003_3140_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1096";"AN_MOL_003_3140_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1097";"AN_MOL_003_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1098";"AN_MOL_003_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1099";"AN_MOL_003_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1100";"AN_MOL_003_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";20
"1101";"AN_MOL_003_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1102";"AN_MOL_003_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1103";"AN_MOL_003_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1104";"AN_MOL_003_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1105";"AN_TVG_004_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";85
"1106";"AN_TVG_004_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";1
"1107";"AN_TVG_004_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1108";"AN_TVG_004_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1109";"LI_MAT_002_3140_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1110";"LI_MAT_002_3140_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";5
"1111";"LI_MAT_002_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";35
"1112";"LI_MAT_002_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";5
"1113";"LI_MAT_002_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1114";"LI_MAT_002_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1115";"LI_MAT_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";50
"1116";"LI_MAT_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";5
"1117";"LI_MAT_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1118";"LI_MAT_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1119";"LI_LAN_008_3150_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1120";"LI_LAN_008_3150_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";1
"1121";"AN_RPT_002_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";4
"1122";"AN_RPT_002_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1123";"AN_RPT_002_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1124";"AN_RPT_002_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1125";"AN_RPT_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";4
"1126";"AN_RPT_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1127";"AN_RPT_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1128";"AN_RPT_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1129";"LI_MAT_009_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1130";"LI_MAT_009_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";3
"1131";"LI_MAT_009_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1132";"LI_MAT_009_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1133";"AN_KAL_003_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1134";"AN_KAL_003_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1135";"AN_KAL_003_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1136";"AN_KAL_003_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1137";"AN_DVH_003_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1138";"AN_DVH_003_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";80
"1139";"AN_DVH_003_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1140";"AN_DVH_003_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1141";"AN_BEE_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1142";"AN_BEE_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1143";"AN_BEE_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";5
"1144";"AN_BEE_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";40
"1145";"AN_TIK_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";13
"1146";"AN_TIK_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1147";"AN_TIK_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1148";"AN_TIK_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1149";"AN_VOL_001_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1150";"AN_VOL_001_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1151";"AN_VOL_001_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
"1152";"AN_VOL_001_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";3
"1153";"AN_LDL_001_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";50
"1154";"AN_LDL_001_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1155";"AN_LDL_001_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";45
"1156";"AN_LDL_001_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";45
"1157";"AN_LDL_003_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1158";"AN_LDL_003_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1159";"AN_LDL_003_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";18
"1160";"AN_LDL_003_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";5
"1161";"AN_LDL_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1162";"AN_LDL_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1163";"AN_LDL_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1164";"AN_LDL_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";5
"1165";"AN_TVG_003_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1166";"AN_TVG_003_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1167";"AN_TVG_003_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
"1168";"AN_TVG_003_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1169";"AN_TVG_003_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1170";"AN_TVG_003_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1171";"AN_TVG_003_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
"1172";"AN_TVG_003_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1173";"LI_MEC_001_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1174";"LI_MEC_001_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1175";"LI_MEC_001_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";15
"1176";"LI_MEC_001_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";20
"1177";"LI_MEC_002_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1178";"LI_MEC_002_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1179";"LI_MEC_002_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";10
"1180";"LI_MEC_002_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";2
"1181";"AN_DVH_004_3140_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1182";"AN_DVH_004_3140_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1183";"AN_DVH_004_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1184";"AN_DVH_004_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1185";"AN_DVH_004_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1186";"AN_DVH_004_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1187";"LI_MAT_007_3150_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1188";"LI_MAT_007_3150_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1189";"LI_MAT_007_3140_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1190";"LI_MAT_007_3140_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1191";"AN_SNE_003_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";31
"1192";"AN_SNE_003_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1193";"AN_SNE_003_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";15
"1194";"AN_SNE_003_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1195";"AN_SNE_003_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";30
"1196";"AN_SNE_003_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1197";"AN_SNE_003_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";15
"1198";"AN_SNE_003_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";30
"1199";"LI_VZB_008_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1200";"LI_VZB_008_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1201";"LI_VZB_008_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
