"";"ID";"Criterium";"Indicator";"Voorwaarde";"Type";"Invoertype";"Eenheid";"Waarde"
"1202";"LI_VZB_008_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1203";"AN_DES_004_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1204";"AN_DES_004_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1205";"AN_DES_004_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1206";"AN_DES_004_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";25
"1207";"AN_DES_004_3160_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1208";"AN_DES_004_3160_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1209";"AN_DES_004_3160_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1210";"AN_DES_004_3160_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";10
"1211";"AN_GSV_002_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1212";"AN_GSV_002_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1213";"AN_GSV_002_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1214";"AN_GSV_002_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";15
"1215";"LI_MAT_004_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1216";"LI_MAT_004_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1217";"LI_MAT_004_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1218";"LI_MAT_004_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1219";"LI_WIK_005_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1220";"LI_WIK_005_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1221";"LI_WIK_005_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1222";"LI_WIK_005_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1223";"LI_BOK_004_3130n_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1224";"LI_BOK_004_3130n_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1225";"LI_BOK_004_3130n_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1226";"LI_BOK_004_3130n_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1227";"LI_BOK_004_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1228";"LI_BOK_004_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1229";"LI_BOK_004_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1230";"LI_BOK_004_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1231";"LI_DON_003_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";70
"1232";"LI_DON_003_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1233";"LI_DON_003_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";60
"1234";"LI_DON_003_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";25
"1235";"LI_DON_002_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";70
"1236";"LI_DON_002_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1237";"LI_DON_002_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";60
"1238";"LI_DON_002_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1239";"LI_DON_002_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";70
"1240";"LI_DON_002_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1241";"LI_DON_002_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";60
"1242";"LI_DON_002_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";70
"1243";"AN_RPT_003_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";95
"1244";"AN_RPT_003_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1245";"AN_RPT_003_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1246";"AN_RPT_003_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";21
"1247";"AN_RPT_003_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";7
"1248";"AN_RPT_003_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1249";"AN_RPT_003_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1250";"AN_RPT_003_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1251";"LI_WIK_002_3130a_16";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1252";"LI_WIK_002_3130a_16";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1253";"LI_WIK_002_3130a_16";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1254";"LI_WIK_002_3130a_16";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";25
"1255";"LI_TEU_004_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1256";"LI_TEU_004_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1257";"LI_TEU_004_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1258";"LI_TEU_004_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";43
"1259";"LI_TEU_004_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1260";"LI_TEU_004_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1261";"LI_TEU_004_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1262";"LI_TEU_004_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";3
"1263";"LI_MLV_016_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";67
"1264";"LI_MLV_016_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1265";"LI_MLV_016_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";28
"1266";"LI_MLV_016_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1267";"LI_MLV_016_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1268";"LI_MLV_016_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1269";"LI_MLV_016_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";80
"1270";"LI_MLV_016_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1271";"LI_MLV_016_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1272";"LI_MLV_016_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1273";"AN_BLA_001_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1274";"AN_BLA_001_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1275";"AN_BLA_001_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1276";"AN_BLA_001_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1277";"AN_BLA_001_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";2
"1278";"AN_BLA_001_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1279";"AN_BLA_001_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1280";"AN_BLA_001_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1281";"AN_SEL_002_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1282";"AN_SEL_002_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1283";"VB_VIE_004_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";75
"1284";"VB_VIE_004_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1285";"VB_VIE_004_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";85
"1286";"VB_VIE_004_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1287";"VB_VIE_004_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1288";"VB_VIE_004_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1289";"LI_DKV_002_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1290";"LI_DKV_002_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1291";"AN_GSV_004_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1292";"AN_GSV_004_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1293";"AN_GSV_004_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1294";"AN_GSV_004_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1295";"LI_MLV_010_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1296";"LI_MLV_010_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";66
"1297";"LI_MLV_010_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1298";"LI_MLV_010_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";66
"1299";"LI_MLV_010_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1300";"LI_MLV_010_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1301";"LI_MLV_010_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1302";"LI_MLV_010_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";66
"1303";"LI_MLV_010_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1304";"LI_MLV_010_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1305";"AN_RVS_002_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1306";"AN_RVS_002_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1307";"AN_RVS_002_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1308";"AN_RVS_002_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1309";"AN_BOG_001_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";70
"1310";"AN_BOG_001_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1311";"AN_BOG_001_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1312";"AN_BOG_001_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1313";"AN_BOG_001_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";10
"1314";"AN_BOG_001_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1315";"AN_BOG_001_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1316";"AN_BOG_001_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1317";"LI_MUN_002_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1318";"LI_MUN_002_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1319";"LI_MUN_002_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1320";"LI_MUN_002_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";3
"1321";"LI_BOK_007_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1322";"LI_BOK_007_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1323";"LI_BOK_007_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1324";"LI_BOK_007_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1325";"LI_BOK_007_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1326";"LI_BOK_007_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1327";"LI_BOK_007_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1328";"LI_BOK_007_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1329";"OV_FON_001_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1330";"OV_FON_001_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1331";"AN_ZAM_002_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";90
"1332";"AN_ZAM_002_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1333";"AN_GSV_006_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";20
"1334";"AN_GSV_006_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1335";"AN_GSV_006_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";20
"1336";"AN_GSV_006_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";40
"1337";"AN_ZAM_003_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1338";"AN_ZAM_003_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1339";"AN_GSV_003_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1340";"AN_GSV_003_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1341";"AN_GSV_003_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1342";"AN_GSV_003_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1343";"AN_BGO_002_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1344";"AN_BGO_002_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1345";"AN_BGO_002_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1346";"AN_BGO_002_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1347";"AN_BGO_002_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1348";"AN_BGO_002_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1349";"AN_BGO_002_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1350";"AN_BGO_002_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";1
"1351";"AN_BGO_002_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1352";"AN_BGO_002_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1353";"AN_BGO_002_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";4
"1354";"AN_BGO_002_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";2
"1355";"AN_BGO_002_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1356";"AN_BGO_002_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1357";"AN_BGO_001_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1358";"AN_BGO_001_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1359";"AN_BGO_001_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1360";"AN_BGO_001_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1361";"AN_BGO_001_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";3
"1362";"AN_BGO_001_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1363";"AN_BGO_001_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1364";"AN_BGO_001_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1365";"AN_BGO_001_3150_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";0,5
"1366";"AN_BGO_001_3150_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1367";"AN_GRD_003_3130n_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";30
"1368";"AN_GRD_003_3130n_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1369";"AN_GRD_003_3130n_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0
"1370";"AN_GRD_003_3130n_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0
"1371";"AN_GRD_003_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";15
"1372";"AN_GRD_003_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1373";"AN_KVD_003_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1374";"AN_KVD_003_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1375";"AN_KVD_003_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1376";"AN_KVD_003_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";28
"1377";"AN_KVD_003_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";1
"1378";"AN_KVD_003_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0,5
"1379";"AN_KVD_003_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1380";"AN_KVD_003_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";27
"1381";"LI_ABH_011_3160_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";58
"1382";"LI_ABH_011_3160_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1383";"LI_ABH_011_3160_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";0,5
"1384";"LI_ABH_011_3160_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";0,5
"1385";"OV_STB_002_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";30
"1386";"OV_STB_002_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1387";"OV_STB_002_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";1
"1388";"OV_STB_002_3130a_17";"Verstoring";"verzuring";"bedekking verzuring";"Percentage";NA;"%";2
"1389";"OV_STB_002_3140_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";25
"1390";"OV_STB_002_3140_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1391";"AN_RAV_002_3130a_17";"Verstoring";"eutrofiëring";"bedekking eutrofiëring";"Percentage";NA;"%";5
"1392";"AN_RAV_002_3130a_17";"Verstoring";"invasieve exoten";"bedekking invasieve exoten";"Percentage";NA;"%";0
"1393";"AN_RAV_002_3130a_17";"Verstoring";"vergrassing";"bedekking vergrassing";"Percentage";NA;"%";2
