"ID";"Habitattype";"Habitatsubtype";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"243846";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;5;7;0;71,4285714285714;1
"243846";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;7;10;1;70;0
"258390";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;4;7;0;57,1428571428571;1
"258390";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;8;10;0;80;1
"2867990";"6510";"6510_hus";"Versie 2.0";"Buiten";"Atlantic";0,931165467696743;1,480143935589;1,37825892004123;4;7;0;57,1428571428571;1
"2867990";"6510";"6510_hus";"Versie 3";"Buiten";"Atlantic";0,931165467696743;1,480143935589;1,37825892004123;7;10;1;70;0
"308098";"6510";"6510_huk";"Versie 2.0";"Binnen";"Continental";0,831717206774397;9,95245647153528;8,27762929704909;3;7;0;42,8571428571429;0
"308098";"6510";"6510_huk";"Versie 3";"Binnen";"Continental";0,831717206774397;9,95245647153528;8,27762929704909;4;10;1;40;0
"327153";"6510";"6510_hus";"Versie 2.0";"Buiten";"Atlantic";0,734399853701224;1,480143935589;1,08701748975332;5;7;0;71,4285714285714;1
"327153";"6510";"6510_hus";"Versie 3";"Buiten";"Atlantic";0,734399853701224;1,480143935589;1,08701748975332;7;10;1;70;0
"333385";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,535834413435679;15,6365103746298;8,37858036477069;3;7;0;42,8571428571429;0
"333385";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,535834413435679;15,6365103746298;8,37858036477069;6;10;1;60;0
"366225";"6510";"6510_hua";"Versie 2.0";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;6;9;1;66,6666666666667;0
"366225";"6510";"6510_hua";"Versie 3";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;9;12;1;75;0
"38545";"6510";"6510_hua";"Versie 2.0";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;5;9;1;55,5555555555556;0
"38545";"6510";"6510_hua";"Versie 3";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;9;12;1;75;0
"386674";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,826190011034674;15,6365103746298;12,9187286789592;4;7;0;57,1428571428571;1
"386674";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,826190011034674;15,6365103746298;12,9187286789592;7;10;1;70;0
"398529";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,313336785431129;15,6365103746298;4,89949389614702;4;7;0;57,1428571428571;1
"398529";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,313336785431129;15,6365103746298;4,89949389614702;7;10;0;70;1
"409654";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,844637247864529;15,6365103746298;13,2071790890325;5;7;0;71,4285714285714;1
"409654";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,844637247864529;15,6365103746298;13,2071790890325;7;10;1;70;0
"41814";"6510";"6510_hu";"Versie 2.0";"Buiten";"Atlantic";0,637587473719097;288,82179185185;184,149156621844;5;7;0;71,4285714285714;1
"41814";"6510";"6510_hu";"Versie 3";"Buiten";"Atlantic";0,637587473719097;288,82179185185;184,149156621844;7;10;1;70;0
"452066";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;4;7;0;57,1428571428571;1
"452066";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;5;10;2;50;0
"47446";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,544040717384114;15,6365103746298;8,50689832159777;5;7;0;71,4285714285714;1
"47446";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,544040717384114;15,6365103746298;8,50689832159777;7;10;1;70;0
"501046";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;5;7;0;71,4285714285714;1
"501046";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;8;10;0;80;1
"528582";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,731927057455778;15,6365103746298;11,4447850273796;5;7;0;71,4285714285714;1
"528582";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,731927057455778;15,6365103746298;11,4447850273796;7;10;1;70;0
"556006";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;4;7;0;57,1428571428571;1
"556006";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;7;10;1;70;0
"576033";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,542693794995355;15,6365103746298;8,48583715569211;3;7;0;42,8571428571429;0
"576033";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,542693794995355;15,6365103746298;8,48583715569211;6;10;0;60;1
"589110";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;5;7;0;71,4285714285714;1
"589110";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;7;10;1;70;0
"589698";"6510";"6510_huk";"Versie 2.0";"Binnen";"Continental";0,59097963634118;9,95245647153528;5,88169910624934;3;7;0;42,8571428571429;0
"589698";"6510";"6510_huk";"Versie 3";"Binnen";"Continental";0,59097963634118;9,95245647153528;5,88169910624934;6;10;0;60;1
"605493";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,528374762306686;15,6365103746298;8,26193745250108;4;7;0;57,1428571428571;1
"605493";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,528374762306686;15,6365103746298;8,26193745250108;7;10;1;70;0
"63270";"6510";"6510_hu";"Versie 2.0";"Buiten";"Atlantic";0,576519132591985;288,82179185185;166,511288912091;4;7;0;57,1428571428571;1
"63270";"6510";"6510_hu";"Versie 3";"Buiten";"Atlantic";0,576519132591985;288,82179185185;166,511288912091;6;10;1;60;0
"636561";"6510";"6510_hus";"Versie 2.0";"Buiten";"Atlantic";1;1,480143935589;1,480143935589;3;7;1;42,8571428571429;0
"636561";"6510";"6510_hus";"Versie 3";"Buiten";"Atlantic";1;1,480143935589;1,480143935589;6;10;2;60;0
"643970";"6510";"6510_hu";"Versie 2.0";"Binnen";"Continental";1;15,6365103746298;15,6365103746298;4;7;0;57,1428571428571;1
"643970";"6510";"6510_hu";"Versie 3";"Binnen";"Continental";1;15,6365103746298;15,6365103746298;6;10;1;60;0
"659794";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,55040691510779;15,6365103746298;8,60644343835097;2;7;0;28,5714285714286;0
"659794";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,55040691510779;15,6365103746298;8,60644343835097;5;10;1;50;0
"676914";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;5;7;0;71,4285714285714;1
"676914";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;7;10;1;70;0
"677174";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;5;7;0;71,4285714285714;1
"677174";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;8;10;1;80;0
"720369";"6510";"6510_hua";"Versie 2.0";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;7;9;1;77,7777777777778;0
"720369";"6510";"6510_hua";"Versie 3";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;8;12;2;66,6666666666667;0
"78294";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;4;7;0;57,1428571428571;1
"78294";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";1;15,6365103746298;15,6365103746298;8;10;0;80;1
"79986";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,690272672072116;15,6365103746298;10,7934557981791;3;7;0;42,8571428571429;0
"79986";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,690272672072116;15,6365103746298;10,7934557981791;7;10;0;70;1
"845457";"6510";"6510_hua";"Versie 2.0";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;7;9;0;77,7777777777778;1
"845457";"6510";"6510_hua";"Versie 3";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;9;12;1;75;0
"968217";"6510";"6510_hua";"Versie 2.0";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;6;9;0;66,6666666666667;1
"968217";"6510";"6510_hua";"Versie 3";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;8;12;2;66,6666666666667;0
"980625";"6510";"6510_hua";"Versie 2.0";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;7;9;1;77,7777777777778;0
"980625";"6510";"6510_hua";"Versie 3";"Buiten";"Atlantic";1;11,9455948882575;11,9455948882575;10;12;1;83,3333333333333;0
"99521";"6510";"6510_hu";"Versie 2.0";"Binnen";"Atlantic";0,560624269479122;15,6365103746298;8,76620720597957;4;7;0;57,1428571428571;1
"99521";"6510";"6510_hu";"Versie 3";"Binnen";"Atlantic";0,560624269479122;15,6365103746298;8,76620720597957;6;10;1;60;0
