"Scenario";"Versie";"Habitattype";"Habitatsubtype";"Indicator";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Voorwaarde_max";"Versie 3";"2330";"2330_bu";"verbossing";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_max";"Versie 2.0";"2330";"2330_bu";"vergrassing";"Binnen & Buiten";37;731,878328850458;72,72;58,88;83,23
"Voorwaarde_max";"Versie 2.0";"2330";"2330_bu";"vergrassing";"Binnen";35;547,883826158273;63,56;46,13;78,03
"Voorwaarde_max";"Versie 2.0";"2330";"2330_bu";"vergrassing";"Buiten";2;183,994502692185;100;NA;NA
"Voorwaarde_max";"Versie 3";"2330";"2330_bu";"vergrassing";"Binnen & Buiten";37;731,878328850458;72,72;58,88;83,23
"Voorwaarde_max";"Versie 3";"2330";"2330_bu";"vergrassing";"Binnen";35;547,883826158273;63,56;46,13;78,03
"Voorwaarde_max";"Versie 3";"2330";"2330_bu";"vergrassing";"Buiten";2;183,994502692185;100;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"horizontale structuur";"Binnen & Buiten";37;731,878328850458;95,83;86,03;98,85
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"horizontale structuur";"Binnen";35;547,883826158273;94,44;81,59;98,48
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"horizontale structuur";"Buiten";2;183,994502692185;100;NA;NA
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"horizontale structuur";"Binnen & Buiten";37;731,878328850458;88,98;76,63;95,21
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"horizontale structuur";"Binnen";35;547,883826158273;85,28;69,29;93,7
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"horizontale structuur";"Buiten";2;183,994502692185;100;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"korstmosvegetaties";"Binnen & Buiten";37;731,878328850458;55,85;29,14;79,55
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"korstmosvegetaties";"Binnen";35;547,883826158273;57,81;40,63;73,28
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"korstmosvegetaties";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"naakte bodem";"Binnen & Buiten";37;731,878328850458;44,23;20,5;70,92
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"naakte bodem";"Binnen";35;547,883826158273;42,29;26,8;59,46
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"naakte bodem";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"naakte bodem";"Binnen & Buiten";37;731,878328850458;44,23;20,5;70,92
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"naakte bodem";"Binnen";35;547,883826158273;42,29;26,8;59,46
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"naakte bodem";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"sleutelsoorten";"Binnen & Buiten";37;731,878328850458;62,63;34,17;84,4
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"sleutelsoorten";"Binnen";35;547,883826158273;66,87;49,4;80,66
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"sleutelsoorten";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"sleutelsoorten";"Binnen & Buiten";37;731,878328850458;2,28;0,31;14,78
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"sleutelsoorten";"Binnen";35;547,883826158273;3,05;0,42;19,16
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"sleutelsoorten";"Buiten";2;183,994502692185;0;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"invasieve exoten";"Binnen & Buiten";37;731,878328850458;80,58;44,46;95,55
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"invasieve exoten";"Binnen";35;547,883826158273;90,84;74,87;97,06
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"invasieve exoten";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"invasieve exoten";"Binnen & Buiten";37;731,878328850458;80,58;44,46;95,55
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"invasieve exoten";"Binnen";35;547,883826158273;90,84;74,87;97,06
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"invasieve exoten";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"verbossing";"Binnen & Buiten";37;731,878328850458;40,59;28,7;53,69
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"verbossing";"Binnen";35;547,883826158273;54,22;37,27;70,24
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"verbossing";"Buiten";2;183,994502692185;0;NA;NA
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"verbossing";"Binnen & Buiten";37;731,878328850458;55,44;28,82;79,27
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"verbossing";"Binnen";35;547,883826158273;57,27;40,06;72,88
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"verbossing";"Buiten";2;183,994502692185;50;NA;NA
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"vergrassing";"Binnen & Buiten";37;731,878328850458;80,16;66,45;89,18
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"vergrassing";"Binnen";35;547,883826158273;73,5;56,04;85,78
"Voorwaarde_min";"Versie 2.0";"2330";"2330_bu";"vergrassing";"Buiten";2;183,994502692185;100;NA;NA
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"vergrassing";"Binnen & Buiten";37;731,878328850458;80,16;66,45;89,18
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"vergrassing";"Binnen";35;547,883826158273;73,5;56,04;85,78
"Voorwaarde_min";"Versie 3";"2330";"2330_bu";"vergrassing";"Buiten";2;183,994502692185;100;NA;NA
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"(korst)moslaag";"Binnen & Buiten";52;2043,91431583212;70,01;55,95;81,1
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"dwergstruiken";"Binnen & Buiten";52;2043,91431583212;63,91;49,91;75,89
"Voorwaarde_max";"Versie 3";"2310";"2310";"dwergstruiken";"Binnen & Buiten";52;2043,91431583212;59,85;45,88;72,39
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"naakte bodem";"Binnen & Buiten";52;2043,91431583212;53,08;39,37;66,34
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"ouderdomsstructuur Struikheide";"Binnen & Buiten";52;2043,91431583212;50,87;37,29;64,32
"Voorwaarde_max";"Versie 3";"2310";"2310";"ouderdomsstructuur Struikheide";"Binnen & Buiten";52;2043,91431583212;37,18;25,04;51,18
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"sleutelsoorten";"Binnen & Buiten";52;2043,91431583212;46,57;33,33;60,3
"Voorwaarde_max";"Versie 3";"2310";"2310";"sleutelsoorten";"Binnen & Buiten";52;2043,91431583212;42,51;29,69;56,43
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"invasieve exoten";"Binnen & Buiten";52;2043,91431583212;81,75;68,4;90,26
"Voorwaarde_max";"Versie 3";"2310";"2310";"invasieve exoten";"Binnen & Buiten";52;2043,91431583212;81,75;68,4;90,26
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"verbossing";"Binnen & Buiten";52;2043,91431583212;82,44;69,38;90,68
"Voorwaarde_max";"Versie 3";"2310";"2310";"verbossing";"Binnen & Buiten";52;2043,91431583212;78,38;64,87;87,69
"Voorwaarde_max";"Versie 2.0";"2310";"2310";"vergrassing/verruiging";"Binnen & Buiten";52;2043,91431583212;30,45;19,31;44,47
"Voorwaarde_max";"Versie 3";"2310";"2310";"horizontale structuur";"Binnen & Buiten";52;2043,91431583212;52,34;38,66;65,68
"Voorwaarde_max";"Versie 3";"2310";"2310";"vergrassing";"Binnen & Buiten";52;2043,91431583212;30,45;19,31;44,47
"Voorwaarde_max";"Versie 3";"2310";"2310";"verruiging";"Binnen & Buiten";52;2043,91431583212;100;100;100
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"(korst)moslaag";"Binnen & Buiten";52;2043,91431583212;70,01;55,95;81,1
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"dwergstruiken";"Binnen & Buiten";52;2043,91431583212;58,97;44,98;71,64
"Voorwaarde_min";"Versie 3";"2310";"2310";"dwergstruiken";"Binnen & Buiten";52;2043,91431583212;47,4;34,09;61,08
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"naakte bodem";"Binnen & Buiten";52;2043,91431583212;53,08;39,37;66,34
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"ouderdomsstructuur Struikheide";"Binnen & Buiten";52;2043,91431583212;50,87;37,29;64,32
"Voorwaarde_min";"Versie 3";"2310";"2310";"ouderdomsstructuur Struikheide";"Binnen & Buiten";52;2043,91431583212;37,18;25,04;51,18
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"sleutelsoorten";"Binnen & Buiten";52;2043,91431583212;44,54;31,5;58,38
"Voorwaarde_min";"Versie 3";"2310";"2310";"sleutelsoorten";"Binnen & Buiten";52;2043,91431583212;40,48;27,9;54,46
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"invasieve exoten";"Binnen & Buiten";52;2043,91431583212;85,8;72,98;93,11
"Voorwaarde_min";"Versie 3";"2310";"2310";"invasieve exoten";"Binnen & Buiten";52;2043,91431583212;85,8;72,98;93,11
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"verbossing";"Binnen & Buiten";52;2043,91431583212;82,44;69,38;90,68
"Voorwaarde_min";"Versie 3";"2310";"2310";"verbossing";"Binnen & Buiten";52;2043,91431583212;78,38;64,87;87,69
"Voorwaarde_min";"Versie 2.0";"2310";"2310";"vergrassing/verruiging";"Binnen & Buiten";52;2043,91431583212;73,87;60,22;84,08
"Voorwaarde_min";"Versie 3";"2310";"2310";"horizontale structuur";"Binnen & Buiten";52;2043,91431583212;52,34;38,66;65,68
"Voorwaarde_min";"Versie 3";"2310";"2310";"vergrassing";"Binnen & Buiten";52;2043,91431583212;73,87;60,22;84,08
"Voorwaarde_min";"Versie 3";"2310";"2310";"verruiging";"Binnen & Buiten";52;2043,91431583212;100;100;100
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"dwergstruiken";"Binnen & Buiten";37;4529,08558603927;49,09;28,92;69,56
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"dwergstruiken";"Binnen";35;3778,29675092845;48,91;32,64;65,4
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"dwergstruiken";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"dwergstruiken";"Binnen & Buiten";37;4529,08558603927;41,51;22,73;63,13
"Voorwaarde_max";"Versie 3";"4030";"4030";"dwergstruiken";"Binnen";35;3778,29675092845;39,82;24,81;57,03
"Voorwaarde_max";"Versie 3";"4030";"4030";"dwergstruiken";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen & Buiten";37;4529,08558603927;84,87;58,08;95,78
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen";35;3778,29675092845;91,79;76,9;97,41
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"ouderdomsstructuur Struikheide";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen & Buiten";37;4529,08558603927;30,82;14,49;53,94
"Voorwaarde_max";"Versie 3";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen";35;3778,29675092845;27;14,59;44,47
"Voorwaarde_max";"Versie 3";"4030";"4030";"ouderdomsstructuur Struikheide";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"sleutelsoorten";"Binnen & Buiten";37;4529,08558603927;0;0;0
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"sleutelsoorten";"Binnen";35;3778,29675092845;0;0;0
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"sleutelsoorten";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"sleutelsoorten";"Binnen & Buiten";37;4529,08558603927;31,56;19,59;46,6
"Voorwaarde_max";"Versie 3";"4030";"4030";"sleutelsoorten";"Binnen";35;3778,29675092845;37,83;23,17;55,11
"Voorwaarde_max";"Versie 3";"4030";"4030";"sleutelsoorten";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"verbossing";"Binnen & Buiten";37;4529,08558603927;69,2;57,69;78,73
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"verbossing";"Binnen";35;3778,29675092845;82,95;66,48;92,27
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"verbossing";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"verbossing";"Binnen & Buiten";37;4529,08558603927;57,01;43,63;69,43
"Voorwaarde_max";"Versie 3";"4030";"4030";"verbossing";"Binnen";35;3778,29675092845;68,33;51;81,73
"Voorwaarde_max";"Versie 3";"4030";"4030";"verbossing";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"vergrassing/verruiging";"Binnen & Buiten";37;4529,08558603927;49,07;35,64;62,65
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"vergrassing/verruiging";"Binnen";35;3778,29675092845;38,95;24,05;56,25
"Voorwaarde_max";"Versie 2.0";"4030";"4030";"vergrassing/verruiging";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"invasieve exoten";"Binnen & Buiten";37;4529,08558603927;97,47;83,82;99,65
"Voorwaarde_max";"Versie 3";"4030";"4030";"invasieve exoten";"Binnen";35;3778,29675092845;96,97;80,98;99,59
"Voorwaarde_max";"Versie 3";"4030";"4030";"invasieve exoten";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"vergrassing";"Binnen & Buiten";37;4529,08558603927;51,4;37,66;64,93
"Voorwaarde_max";"Versie 3";"4030";"4030";"vergrassing";"Binnen";35;3778,29675092845;41,74;26,4;58,86
"Voorwaarde_max";"Versie 3";"4030";"4030";"vergrassing";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_max";"Versie 3";"4030";"4030";"verruiging";"Binnen & Buiten";37;4529,08558603927;95,15;82,37;98,8
"Voorwaarde_max";"Versie 3";"4030";"4030";"verruiging";"Binnen";35;3778,29675092845;94,19;79,17;98,57
"Voorwaarde_max";"Versie 3";"4030";"4030";"verruiging";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"dwergstruiken";"Binnen & Buiten";37;4529,08558603927;48,29;28,26;68,89
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"dwergstruiken";"Binnen";35;3778,29675092845;47,95;31,81;64,54
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"dwergstruiken";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"dwergstruiken";"Binnen & Buiten";37;4529,08558603927;43,05;23,96;64,47
"Voorwaarde_min";"Versie 3";"4030";"4030";"dwergstruiken";"Binnen";35;3778,29675092845;41,67;26,34;58,8
"Voorwaarde_min";"Versie 3";"4030";"4030";"dwergstruiken";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen & Buiten";37;4529,08558603927;84,87;58,08;95,78
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen";35;3778,29675092845;91,79;76,9;97,41
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"ouderdomsstructuur Struikheide";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen & Buiten";37;4529,08558603927;30,82;14,49;53,94
"Voorwaarde_min";"Versie 3";"4030";"4030";"ouderdomsstructuur Struikheide";"Binnen";35;3778,29675092845;27;14,59;44,47
"Voorwaarde_min";"Versie 3";"4030";"4030";"ouderdomsstructuur Struikheide";"Buiten";2;750,788835110827;50;NA;NA
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"sleutelsoorten";"Binnen & Buiten";37;4529,08558603927;0;0;0
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"sleutelsoorten";"Binnen";35;3778,29675092845;0;0;0
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"sleutelsoorten";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"sleutelsoorten";"Binnen & Buiten";37;4529,08558603927;29,03;17,51;44,09
"Voorwaarde_min";"Versie 3";"4030";"4030";"sleutelsoorten";"Binnen";35;3778,29675092845;34,8;20,72;52,16
"Voorwaarde_min";"Versie 3";"4030";"4030";"sleutelsoorten";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"verbossing";"Binnen & Buiten";37;4529,08558603927;69,2;57,69;78,73
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"verbossing";"Binnen";35;3778,29675092845;82,95;66,48;92,27
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"verbossing";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"verbossing";"Binnen & Buiten";37;4529,08558603927;57,01;43,63;69,43
"Voorwaarde_min";"Versie 3";"4030";"4030";"verbossing";"Binnen";35;3778,29675092845;68,33;51;81,73
"Voorwaarde_min";"Versie 3";"4030";"4030";"verbossing";"Buiten";2;750,788835110827;0;NA;NA
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"vergrassing/verruiging";"Binnen & Buiten";37;4529,08558603927;63,92;49,05;76,53
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"vergrassing/verruiging";"Binnen";35;3778,29675092845;56,75;39,78;72,28
"Voorwaarde_min";"Versie 2.0";"4030";"4030";"vergrassing/verruiging";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"invasieve exoten";"Binnen & Buiten";37;4529,08558603927;94,95;81,75;98,75
"Voorwaarde_min";"Versie 3";"4030";"4030";"invasieve exoten";"Binnen";35;3778,29675092845;93,95;78,46;98,51
"Voorwaarde_min";"Versie 3";"4030";"4030";"invasieve exoten";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"vergrassing";"Binnen & Buiten";37;4529,08558603927;61,4;46,67;74,3
"Voorwaarde_min";"Versie 3";"4030";"4030";"vergrassing";"Binnen";35;3778,29675092845;53,73;36,98;69,67
"Voorwaarde_min";"Versie 3";"4030";"4030";"vergrassing";"Buiten";2;750,788835110827;100;NA;NA
"Voorwaarde_min";"Versie 3";"4030";"4030";"verruiging";"Binnen & Buiten";37;4529,08558603927;97,47;83,82;99,65
"Voorwaarde_min";"Versie 3";"4030";"4030";"verruiging";"Binnen";35;3778,29675092845;96,97;80,98;99,59
"Voorwaarde_min";"Versie 3";"4030";"4030";"verruiging";"Buiten";2;750,788835110827;100;NA;NA
