"";"ID";"Habitattype";"Versie";"Kwaliteitsniveau";"Status";"Aggregatiemethode";"Index_min_min";"Index_min_harm";"Index_harm_harm"
"76";"Maas_09_5/09/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,149253731343284;-0,120474777448071
"77";"Maas_10_5/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"78";"Maas_10_5/09/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"79";"Maas_11_5/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,38;0,419576059850374
"80";"Maas_11_5/09/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,135352579271178;-0,0814899451553931
"81";"Maas_18_21/08/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"82";"Maas_18_21/08/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"83";"Maas_19_21/08/2017";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"84";"Maas_19_21/08/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"85";"MunLo_01_19/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"86";"MunLo_01_19/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"87";"NooMa_02_18/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,409252669039146;0,424460431654676
"88";"NooMa_02_18/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,0909090909090908;0,189189189189189
"89";"NooMa_02_4_18/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"90";"NooMa_02_4_18/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"91";"NooMa_02_5_18/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"92";"NooMa_02_5_18/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"93";"NooMa_02_7_18/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"94";"NooMa_02_7_18/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"95";"SchNe_01_4/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"96";"SchNe_01_4/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"97";"SchNe_02_26/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"98";"SchNe_02_26/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"99";"SchNe_03_2/06/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,485099337748344;0,488274278703153
"100";"SchNe_03_2/06/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,194140945096968;0,323419651158797
"101";"SchNe_04_17/05/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,473651191969887;0,475253025435397
"102";"SchNe_04_17/05/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,152657128257537;-0,0913462560434968
"103";"SchNe_04_17/08/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"104";"SchNe_04_17/08/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"105";"SchNe_05_17/08/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,368663594470046;0,377853741911854
"106";"SchNe_05_17/08/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,246305418719212;-0,200714874896893
"107";"SchNe_05_19/05/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,41408302679979;0,41553288992707
"108";"SchNe_05_19/05/2017";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,0518315474707203;0,14991319284118
"109";"Stiemer_01_25/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"110";"Stiemer_01_25/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"111";"TR100400.1_14/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,315842758551651;0,32116683380079
"112";"TR100400.1_14/06/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,30376197880861;-0,262669425009806
"113";"TR100400.2_14/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"114";"TR100400.2_14/06/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"115";"TR100400.4_18/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"116";"TR100400.4_18/06/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"117";"TR100400.6_18/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"118";"TR100400.6_18/06/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"119";"TR102500.1_11/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"120";"TR102500.1_11/06/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"121";"TR102500.1_6/07/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"122";"TR102500.1_6/07/2016";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"123";"TR102500.2_11/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,406553238263814;0,406690754627183
"124";"TR102500.2_11/06/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,00743841491930697;0,0996833537023876
"125";"TR102500.2_6/07/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"126";"TR102500.2_6/07/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"127";"TR102500.4_11/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"128";"TR102500.4_11/06/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"129";"TR102500.4_6/07/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,316106944897294;0,316589880539813
"130";"TR102500.4_6/07/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,285714285714286;-0,11764705882353;-0,0478717758199769
"131";"TR115000.2_23/07/2014";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,497307001795332;0,497307001795332
"132";"TR115000.2_23/07/2014";"3260";"Versie 3";1;TRUE;"RapportageHR";-0,5;-0,144927536231884;-0,0793237971391416
"133";"TR115000.4_23/07/2014";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,415388943592629;0,441547277936963
"134";"TR115000.4_23/07/2014";"3260";"Versie 3";1;TRUE;"RapportageHR";-0,5;-0,169491525423729;-0,117830351990768
"135";"TR125000.A_21/08/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"136";"TR125000.A_21/08/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"137";"TR147000.1_26/09/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,497038816029373;0,497038816029373
"138";"TR147000.1_26/09/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";0;0,195538625999648;0,327827738504284
"139";"TR147000.2_26/09/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,484621064833438;0,484621064833438
"140";"TR147000.2_26/09/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";0;0,175931924741398;0,303685730612854
"141";"TR147000.3_26/09/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"142";"TR147000.3_26/09/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"143";"TR152500.1_13/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"144";"TR152500.1_13/09/2017";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"145";"TR152500.1_27/08/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"146";"TR152500.1_27/08/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"147";"TR152500.2_13/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"148";"TR152500.2_13/09/2017";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"149";"TR152500.2_27/08/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,450308844315175;0,461248989100182
"150";"TR152500.2_27/08/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";0;0,155014257082431;0,269649271109198
"151";"TR152500.3_13/09/2017";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,497307001795332;0,497307001795332
"152";"TR152500.3_13/09/2017";"3260";"Versie 3";1;TRUE;"RapportageHR";-0,5;-0,144927536231884;-0,0793237971391416
"153";"TR152500.3_27/08/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,487651485902181;0,487651485902181
"154";"TR152500.3_27/08/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-0,5;-0,152669424894276;-0,0882929894279484
"155";"TR182200.3_14/07/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"156";"TR182200.3_14/07/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"157";"TR182680.2_10/06/2015";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-0,285714285714286;0,0330654000730723;0,196645046281304
"158";"TR182680.2_10/06/2015";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,285714285714286;0,011627906976744;0,0914611603706688
"159";"TR185200.2_30/06/2015";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"160";"TR185200.2_30/06/2015";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"161";"TR190870.1_30/07/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,48682069485177;0,486974355141174
"162";"TR190870.1_30/07/2013";"3260";"Versie 3";1;TRUE;"RapportageHR";-0,5;-0,153104001949835;-0,0888537935164466
"163";"TR216000.2_18/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"164";"TR216000.2_18/08/2016";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"165";"TR216000.3_18/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,493139112489591;0,496294728567325
"166";"TR216000.3_18/08/2016";"3260";"Versie 3";1;TRUE;"RapportageHR";-0,5;-0,143266475644699;-0,0785984766050055
"167";"TR262200.1_17/08/2016";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"168";"TR262200.1_17/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"169";"TR262200.1_22/07/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-0,642946428571429;-0,384667063968672;-0,358296915803408
"170";"TR262200.1_22/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,642946428571429;-0,524440214773411;-0,424813249006652
"171";"TR262200.2_22/07/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,450269278863455;0,45056243685424
"172";"TR262200.2_22/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,114836448022922;0,228784994549819
"173";"TR274000.1_18/07/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-1;-1;-1
"174";"TR274000.1_18/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"175";"TR274000.2_18/07/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-0,235096026785714;-0,0885198323197998;0,0336953075015143
"176";"TR274000.2_18/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,555164357725011;-0,341437305972825;-0,317602223686824
"177";"TR274000.3_18/07/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";-0,0426146603433231;0,156177317560781;0,167481165195396
"178";"TR274000.3_18/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,589691997289996;-0,32389696428817;-0,287802822001684
"179";"TR274000.3_23/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"180";"TR274000.3_23/08/2016";"3260";"Versie 3";1;TRUE;"RapportageHR";-1;-1;-1
"181";"TR276700.1_17/07/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";0;0,10409929631576;0,136332674858307
"182";"TR276700.1_17/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,526426977605364;-0,264307444338417;-0,245245774116352
"183";"TR276700.1_23/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,302631578947368;0,342742534435064
"184";"TR276700.1_23/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,5;-0,247956220849647;-0,216280071318444
"185";"TR276700.2_17/07/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,288995038429119;0,330707531498373
"186";"TR276700.2_17/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,0312675081751499;0,0825630448932138
"187";"TR276700.2_23/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";-1;-1;-1
"188";"TR276700.2_23/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";-1;-1;-1
"189";"TR277000.1_1/08/2016";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,466115860356273;0,476108620130065
"190";"TR277000.1_1/08/2016";"3260";"Versie 3";1;FALSE;"RapportageHR";0;0,183402239295917;0,309895462513319
"191";"TR277000.1_16/07/2013";"3260";"Versie 2.0";1;FALSE;"RapportageHR";0,00746411428787889;0,215836198026659;0,217829214328674
"192";"TR277000.1_16/07/2013";"3260";"Versie 3";1;FALSE;"RapportageHR";-0,563964457140693;-0,295511459392108;-0,25248976908719
"193";"TR291000.2_19/06/2013";"3260";"Versie 2.0";1;TRUE;"RapportageHR";0;0,334054192552834;0,346322691460965
