"Schaal";"TypeResultaat";"Versie";"Habitattype";"Habitatsubtype";"Criterium";"Indicator";"Belang";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"ruderalisering";"zb";"Binnen";145;136,38;97,8;93,39;99,29
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"ruderalisering";"zb";"Buiten";120;119,578996338388;89,32;82,53;93,68
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Verstoring";"vergrassing";"zb";"Binnen & Buiten";265;255,958996338388;99,36;97,38;99,85
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"vergrassing";"zb";"Binnen";145;136,38;98,8;95,15;99,71
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"vergrassing";"zb";"Buiten";120;119,578996338388;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9120";"9120";"Verstoring";"verruiging";"zb";"Binnen & Buiten";265;255,958996338388;96,05;92,81;97,87
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"verruiging";"zb";"Binnen";145;136,38;94,87;89,62;97,54
"Vlaanderen";"SBZH";"Versie 2.0";"9120";"9120";"Verstoring";"verruiging";"zb";"Buiten";120;119,578996338388;97,4;92,22;99,16
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Verstoring";"verruiging";"zb";"Binnen & Buiten";265;255,958996338388;76,02;70,46;80,83
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Verstoring";"verruiging";"zb";"Binnen";145;136,38;77,99;70,43;84,05
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Verstoring";"verruiging";"zb";"Buiten";120;119,578996338388;73,78;65,14;80,91
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";265;255,958996338388;68,23;62,27;73,64
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";145;136,38;75,27;67,47;81,71
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";120;119,578996338388;60,19;51,06;68,66
"Vlaanderen";"Habitattype";"Versie 3";"9120";"9120";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";265;255,958996338388;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen";145;136,38;100;100;100
"Vlaanderen";"SBZH";"Versie 3";"9120";"9120";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Buiten";120;119,578996338388;100;100;100
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";3;11,0218068535826;90,93;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"aandeel dood hout";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"aandeel dood hout";"b";"Buiten";1;1;0;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Structuur";"aandeel dood hout";"b";"Binnen & Buiten";3;11,0218068535826;90,93;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"aandeel dood hout";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"aandeel dood hout";"b";"Buiten";1;1;0;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"bosconstantie";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"bosconstantie";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Structuur";"bosconstantie";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"bosconstantie";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"bosconstantie";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";2;10,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";1;1;0;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"zb";"Binnen";2;10,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"hoeveelheid dik dood hout";"zb";"Buiten";1;1;0;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";3;11,0218068535826;54,54;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";2;10,0218068535826;50;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen & Buiten";3;11,0218068535826;54,54;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"b";"Binnen";2;10,0218068535826;50;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"horizontale structuur - groeiklassen";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"minimum structuurareaal";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"minimum structuurareaal";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Structuur";"minimum structuurareaal";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"minimum structuurareaal";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"minimum structuurareaal";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Structuur";"verticale structuur";"b";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"verticale structuur";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Structuur";"verticale structuur";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Structuur";"verticale structuur";"b";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"verticale structuur";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Structuur";"verticale structuur";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Vegetatie";"sleutelsoorten van de boom- en struiklaag";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";2;10,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";1;1;0;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Binnen";2;10,0218068535826;0;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Vegetatie";"sleutelsoorten van de kruidlaag";"b";"Buiten";1;1;0;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Verstoring";"invasieve exoten";"b";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Verstoring";"invasieve exoten";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Verstoring";"invasieve exoten";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Verstoring";"ruderalisering";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Verstoring";"ruderalisering";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Verstoring";"ruderalisering";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 2.0";"9110";"9110";"Verstoring";"verruiging";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Verstoring";"verruiging";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 2.0";"9110";"9110";"Verstoring";"verruiging";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Verstoring";"verruiging";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Verstoring";"verruiging";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Verstoring";"verruiging";"zb";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de boom- en struiklaag";"b";"Buiten";1;1;100;NA;NA
"Vlaanderen";"Habitattype";"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Binnen";2;10,0218068535826;100;NA;NA
"Vlaanderen";"SBZH";"Versie 3";"9110";"9110";"Verstoring";"invasieve exoten van de kruidlaag";"zb";"Buiten";1;1;100;NA;NA
