"ID";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI2227081";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;6;10;3;60;0
"VBI2227142";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;4;10;3;40;0
"VBI2227142";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;4;10;4;40;0
"VBI2227153";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;5;10;2;50;0
"VBI2227153";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;7;10;2;70;0
"VBI2228141";"91E0";"91E0_va";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2228141";"91E0";"91E0_va";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2233054";"91E0";"91E0_vm";60;"Versie 2.0";"Buiten";"Atlantic";0,92;1,64381001816766;1,51230521671425;7;10;1;70;0
"VBI2233054";"91E0";"91E0_vm";60;"Versie 3";"Buiten";"Atlantic";0,92;1,64381001816766;1,51230521671425;6;10;2;60;0
"VBI2233118";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,62;2,02230677678797;1,25383020160854;5;10;1;50;0
"VBI2233118";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,62;2,02230677678797;1,25383020160854;5;10;3;50;0
"VBI2234013";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2234013";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;2;60;0
"VBI2234069";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";0,84;1,02973381881936;0,864976407808263;8;10;1;80;0
"VBI2234069";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";0,84;1,02973381881936;0,864976407808263;8;10;1;80;0
"VBI2234112";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,93;1,08658788131202;1,01052672962018;4;11;2;36,3636363636364;0
"VBI2234112";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,93;1,08658788131202;1,01052672962018;4;10;3;40;0
"VBI2234159";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,83;1;0,83;4;10;1;40;0
"VBI2234159";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,83;1;0,83;4;10;1;40;0
"VBI2235082";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;3;10;3;30;0
"VBI2235082";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;4;10;3;40;0
"VBI2236143";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,97;1;0,97;4;10;3;40;0
"VBI2236143";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,97;1;0,97;4;10;3;40;0
"VBI2237014";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2237014";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2237029";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2237029";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2237042";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";0,82;1,02973381881936;0,844381731431876;5;10;2;50;0
"VBI2237042";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";0,82;1,02973381881936;0,844381731431876;6;10;2;60;0
"VBI2237063";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,87;1,08658788131202;0,945331456741454;7;11;1;63,6363636363636;0
"VBI2237063";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,87;1,08658788131202;0,945331456741454;7;10;1;70;0
"VBI2237149";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,91;1;0,91;5;10;1;50;0
"VBI2237149";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,91;1;0,91;6;10;1;60;0
"VBI2237153";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;5;10;2;50;0
"VBI2237153";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;4;10;2;40;0
"VBI2238002";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;5;10;1;50;0
"VBI2238002";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;7;10;1;70;0
"VBI2238025";"9120";"9120";60;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2238025";"9120";"9120";60;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;3;50;0
"VBI2238064";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;8;10;1;80;0
"VBI2238064";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;7;10;2;70;0
"VBI2238126";"9160";"9160";90;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2238126";"9160";"9160";90;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2238140";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2238140";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2238147";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2238147";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2238148";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2238148";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2241019";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;11;1;72,7272727272727;0
"VBI2241019";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;1;80;0
"VBI2241139";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;6;10;1;60;0
"VBI2241139";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;6;10;1;60;0
"VBI2243024";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;6;10;1;60;0
"VBI2243024";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;7;10;1;70;0
"VBI2243042";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;1;54,5454545454545;0
"VBI2243042";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;1;60;0
"VBI2243048";"91E0";"91E0_va";80;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2243048";"91E0";"91E0_va";80;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2243051";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;3;10;2;30;0
"VBI2243051";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;4;10;2;40;0
"VBI2243055";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";0,63;1;0,63;6;11;2;54,5454545454545;0
"VBI2243055";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";0,63;1;0,63;5;10;3;50;0
"VBI2243062";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,85;1;0,85;6;11;1;54,5454545454545;0
"VBI2243062";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,85;1;0,85;7;10;1;70;0
"VBI2243074";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,6;1,08658788131202;0,65195272878721;7;11;2;63,6363636363636;0
"VBI2243074";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,6;1,08658788131202;0,65195272878721;7;10;2;70;0
"VBI2243077";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,64;1;0,64;7;11;2;63,6363636363636;0
"VBI2243077";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,64;1;0,64;9;10;1;90;0
"VBI2243082";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;6;10;2;60;0
"VBI2243082";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;7;10;2;70;0
"VBI2243094";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,89;2,02230677678797;1,79985303134129;4;10;2;40;0
"VBI2243094";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,89;2,02230677678797;1,79985303134129;7;10;2;70;0
"VBI2243118";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,66;1;0,66;5;10;1;50;0
"VBI2243118";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,66;1;0,66;7;10;1;70;0
"VBI2243127";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";0,99;1;0,99;5;10;1;50;0
"VBI2243127";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";0,99;1;0,99;6;10;1;60;0
"VBI2243134";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2243134";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2243140";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;1;54,5454545454545;0
"VBI2243140";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;10;1;70;0
"VBI2243148";"9120";"9120";80;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;2;45,4545454545455;0
"VBI2243148";"9120";"9120";80;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI2244006";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2244006";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;3;60;0
"VBI2244017";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";0,99;1;0,99;6;10;1;60;0
"VBI2244017";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";0,99;1;0,99;6;10;1;60;0
"VBI2244018";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;5;10;2;50;0
"VBI2244018";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;5;10;2;50;0
"VBI2244053";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;11;1;63,6363636363636;0
"VBI2244053";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;10;1;70;0
"VBI2245010";"91E0";"91E0_vn";100;"Versie 2.0";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;6;10;2;60;0
"VBI2245010";"91E0";"91E0_vn";100;"Versie 3";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;6;10;2;60;0
"VBI2245074";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,7;1;0,7;6;10;3;60;0
"VBI2245074";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,7;1;0,7;5;10;3;50;0
"VBI2245075";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;2;45,4545454545455;0
"VBI2245075";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;2;60;0
"VBI2245085";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;3;45,4545454545455;0
"VBI2245085";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;3;50;0
"VBI2245086";"9120";"9120";80;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;2;45,4545454545455;0
"VBI2245086";"9120";"9120";80;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI2245100";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;7;10;1;70;0
"VBI2245100";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;8;10;1;80;0
"VBI2245122";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2245122";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2245123";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2245123";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2245133";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2245133";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2245147";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2245147";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2245148";"9160";"9160";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2245148";"9160";"9160";70;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2245159";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2245159";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2246009";"91E0";"91E0_vm";80;"Versie 2.0";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;6;10;1;60;0
"VBI2246009";"91E0";"91E0_vm";80;"Versie 3";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;7;10;1;70;0
"VBI2246058";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;7;10;2;70;0
"VBI2246058";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;6;10;2;60;0
"VBI2247004";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;11;1;54,5454545454545;0
"VBI2247004";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;1;60;0
"VBI2247080";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;1;45,4545454545455;0
"VBI2247080";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;1;50;0
"VBI2247109";"9190";"9190";85;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI2247109";"9190";"9190";85;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2247112";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2247112";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2247120";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2247120";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2247127";"91E0";"91E0_vm";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;0;60;1
"VBI2247127";"91E0";"91E0_vm";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2247128";"9160";"9160";70;"Versie 2.0";"Binnen";"Atlantic";0,74;1;0,74;6;10;0;60;1
"VBI2247128";"9160";"9160";70;"Versie 3";"Binnen";"Atlantic";0,74;1;0,74;8;10;0;80;1
"VBI2247136";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2247136";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2247143";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2247143";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2247150";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;1;72,7272727272727;0
"VBI2247150";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2247158";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;1;81,8181818181818;0
"VBI2247158";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2248108";"91E0";"91E0_vn";100;"Versie 2.0";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;3;10;2;30;0
"VBI2248108";"91E0";"91E0_vn";100;"Versie 3";"Binnen";"Atlantic";1;2,0775091881555;2,0775091881555;4;10;1;40;0
"VBI2248113";"9160";"9160";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2248113";"9160";"9160";70;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2248132";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;11;2;36,3636363636364;0
"VBI2248132";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;10;2;40;0
"VBI2248135";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;8;10;1;80;0
"VBI2248135";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;8;10;1;80;0
"VBI2251027";"91E0";"91E0_vm";70;"Versie 2.0";"Buiten";"Atlantic";0,72;1,64381001816766;1,18354321308072;4;10;1;40;0
"VBI2251027";"91E0";"91E0_vm";70;"Versie 3";"Buiten";"Atlantic";0,72;1,64381001816766;1,18354321308072;6;10;1;60;0
"VBI2251112";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;4;10;2;40;0
"VBI2251112";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2253145";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2253145";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI2253146";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;5;10;3;50;0
"VBI2253146";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;5;10;3;50;0
"VBI2254066";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;11;2;63,6363636363636;0
"VBI2254066";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;3;60;0
"VBI2254068";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2254068";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2254103";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,92;1;0,92;8;11;1;72,7272727272727;0
"VBI2254103";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,92;1;0,92;8;10;1;80;0
"VBI2254110";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;2;45,4545454545455;0
"VBI2254110";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2254125";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2254125";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2255017";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;8;10;1;80;0
"VBI2255017";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;9;10;1;90;0
"VBI2255063";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;2;45,4545454545455;0
"VBI2255063";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2255068";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2255068";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;2;60;0
"VBI2255105";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,78;1,08658788131202;0,847538547423373;8;11;2;72,7272727272727;0
"VBI2255105";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,78;1,08658788131202;0,847538547423373;7;10;2;70;0
"VBI2255107";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;7;10;2;70;0
"VBI2255107";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;7;10;2;70;0
"VBI2255123";"91E0";"91E0_va";60;"Versie 2.0";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;4;10;1;40;0
"VBI2255123";"91E0";"91E0_va";60;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;6;10;1;60;0
"VBI2255148";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;1;54,5454545454545;0
"VBI2255148";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;1;60;0
"VBI2256047";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,61;1,32471960632478;0,808078959858117;8;11;1;72,7272727272727;0
"VBI2256047";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,61;1,32471960632478;0,808078959858117;9;10;1;90;0
"VBI2256110";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;11;1;63,6363636363636;0
"VBI2256110";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;1;80;0
"VBI2257003";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;2;63,6363636363636;0
"VBI2257003";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2257011";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;11;1;63,6363636363636;0
"VBI2257011";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;10;1;70;0
"VBI2257027";"91E0";"91E0_vm";70;"Versie 2.0";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;4;10;2;40;0
"VBI2257027";"91E0";"91E0_vm";70;"Versie 3";"Buiten";"Atlantic";1;1,64381001816766;1,64381001816766;4;10;3;40;0
"VBI2257106";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;6;10;1;60;0
"VBI2257106";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;1,02973381881936;1,02973381881936;8;10;1;80;0
"VBI2258029";"91E0";"91E0_vo";100;"Versie 2.0";"Buiten";"Atlantic";0,95;2,03485576923077;1,93311298076923;5;10;2;50;0
"VBI2258029";"91E0";"91E0_vo";100;"Versie 3";"Buiten";"Atlantic";0,95;2,03485576923077;1,93311298076923;6;10;3;60;0
"VBI2258040";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";0,96;1;0,96;4;10;3;40;0
"VBI2258040";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";0,96;1;0,96;7;10;2;70;0
"VBI2258049";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";1;1;1;6;10;2;60;0
"VBI2258049";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";1;1;1;6;10;2;60;0
"VBI2258061";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;11;2;45,4545454545455;0
"VBI2258061";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;10;2;40;0
"VBI2258071";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,67;1,08658788131202;0,728013880479051;4;11;2;36,3636363636364;0
"VBI2258071";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,67;1,08658788131202;0,728013880479051;3;10;3;30;0
"VBI2258076";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI2258076";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2261075";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;2;54,5454545454545;0
"VBI2261075";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2261108";"9190";"9190";50;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;5;11;2;45,4545454545455;0
"VBI2261108";"9190";"9190";50;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;10;2;70;0
"VBI2261126";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;2;63,6363636363636;0
"VBI2261126";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2261144";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";0,99;1;0,99;7;10;1;70;0
"VBI2261144";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";0,99;1;0,99;8;10;2;80;0
