"ID";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI226148";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,9;1,08658788131202;0,977929093180815;4;11;2;36,3636363636364;0
"VBI226148";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,9;1,08658788131202;0,977929093180815;4;10;2;40;0
"VBI2262049";"9190";"9190";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;2;45,4545454545455;0
"VBI2262049";"9190";"9190";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2262083";"91E0";"91E0_vm";60;"Versie 2.0";"Binnen";"Atlantic";0,93;1;0,93;7;10;1;70;0
"VBI2262083";"91E0";"91E0_vm";60;"Versie 3";"Binnen";"Atlantic";0,93;1;0,93;9;10;1;90;0
"VBI2263017";"91E0";"91E0_vm";80;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2263017";"91E0";"91E0_vm";80;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2263020";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";0,74;1;0,74;4;11;2;36,3636363636364;0
"VBI2263020";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";0,74;1;0,74;4;10;3;40;0
"VBI2265006";"91E0";"91E0_vo";100;"Versie 2.0";"Buiten";"Atlantic";0,78;2,03485576923077;1,5871875;4;10;1;40;0
"VBI2265006";"91E0";"91E0_vo";100;"Versie 3";"Buiten";"Atlantic";0,78;2,03485576923077;1,5871875;4;10;2;40;0
"VBI2266002";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;7;11;1;63,6363636363636;0
"VBI2266002";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;1,32471960632478;1,32471960632478;6;10;1;60;0
"VBI2266010";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,77;1,32471960632478;1,02003409687008;5;11;2;45,4545454545455;0
"VBI2266010";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,77;1,32471960632478;1,02003409687008;6;10;2;60;0
"VBI2266112";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;1;63,6363636363636;0
"VBI2266112";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2266133";"91E0";"91E0_vo";60;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2266133";"91E0";"91E0_vo";60;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;1;90;0
"VBI2274006";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;2;54,5454545454545;0
"VBI2274006";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2274116";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2274116";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2282096";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;4;11;2;36,3636363636364;0
"VBI2282096";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI2282112";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;1;63,6363636363636;0
"VBI2282112";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2282143";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2282143";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2282150";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,52;1;0,52;7;11;1;63,6363636363636;0
"VBI2282150";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,52;1;0,52;6;10;1;60;0
"VBI2282151";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;1;63,6363636363636;0
"VBI2282151";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2285027";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2285027";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2285062";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";0,74;1;0,74;5;10;1;50;0
"VBI2285062";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";0,74;1;0,74;6;10;2;60;0
"VBI2293064";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;9;11;1;81,8181818181818;0
"VBI2293064";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;1;80;0
"VBI2293128";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;10;1;50;0
"VBI2293128";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2296073";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;5;10;1;50;0
"VBI2296073";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;7;10;1;70;0
"VBI2296124";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";0,52;10,5539452495974;5,48805152979066;5;10;2;50;0
"VBI2296124";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";0,52;10,5539452495974;5,48805152979066;6;10;3;60;0
"VBI2297095";"9130";"9130";60;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2297095";"9130";"9130";60;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2297096";"91E0";"91E0_vc";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;9;1;55,5555555555556;0
"VBI2297096";"91E0";"91E0_vc";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2297103";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2297103";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2297104";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2297104";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2298100";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2298100";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2303012";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,85;2,02230677678797;1,71896076026977;3;10;3;30;0
"VBI2303012";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,85;2,02230677678797;1,71896076026977;3;10;4;30;0
"VBI2303039";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,97;1;0,97;3;10;3;30;0
"VBI2303039";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,97;1;0,97;2;10;4;20;0
"VBI2303045";"91E0";"91E0_va";70;"Versie 2.0";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;5;10;3;50;0
"VBI2303045";"91E0";"91E0_va";70;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;5;10;3;50;0
"VBI2304023";"91E0";"91E0_vm";80;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;10;2;80;0
"VBI2304023";"91E0";"91E0_vm";80;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;2;70;0
"VBI2304044";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,93;1;0,93;5;10;2;50;0
"VBI2304044";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,93;1;0,93;3;10;3;30;0
"VBI2304082";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,93;1;0,93;6;10;2;60;0
"VBI2304082";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,93;1;0,93;5;10;3;50;0
"VBI2304146";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";1;1;1;6;10;2;60;0
"VBI2304146";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";1;1;1;5;10;3;50;0
"VBI2306012";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;5;10;1;50;0
"VBI2306012";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;10,5539452495974;10,5539452495974;5;10;2;50;0
"VBI2306081";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;11;1;54,5454545454545;0
"VBI2306081";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;5;10;2;50;0
"VBI2306098";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";0,71;1;0,71;6;10;2;60;0
"VBI2306098";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";0,71;1;0,71;8;10;1;80;0
"VBI2307014";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,8;1;0,8;6;10;2;60;0
"VBI2307014";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,8;1;0,8;5;10;2;50;0
"VBI2307038";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,97;1;0,97;7;10;1;70;0
"VBI2307038";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,97;1;0,97;5;10;2;50;0
"VBI2307058";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;4;10;2;40;0
"VBI2307058";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;4;10;2;40;0
"VBI2307086";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";0,78;1;0,78;6;10;0;60;1
"VBI2307086";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";0,78;1;0,78;7;10;0;70;1
"VBI2307105";"91E0";"91E0_vn";100;"Versie 2.0";"Binnen";"Atlantic";0,92;2,0775091881555;1,91130845310306;3;10;3;30;0
"VBI2307105";"91E0";"91E0_vn";100;"Versie 3";"Binnen";"Atlantic";0,92;2,0775091881555;1,91130845310306;4;10;3;40;0
"VBI2307113";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2307113";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2307122";"9130";"9130";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2307122";"9130";"9130";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2308014";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";0,81;1;0,81;8;10;1;80;0
"VBI2308014";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";0,81;1;0,81;9;10;1;90;0
"VBI2308015";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2308015";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2308023";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;1;72,7272727272727;0
"VBI2308023";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2308069";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";0,69;2,02230677678797;1,3953916759837;7;10;1;70;0
"VBI2308069";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";0,69;2,02230677678797;1,3953916759837;7;10;1;70;0
"VBI2308077";"91E0";"91E0_vc";100;"Versie 2.0";"Buiten";"Atlantic";0,86;1,36950074147306;1,17777063766683;5;9;1;55,5555555555556;0
"VBI2308077";"91E0";"91E0_vc";100;"Versie 3";"Buiten";"Atlantic";0,86;1,36950074147306;1,17777063766683;7;10;2;70;0
"VBI2308093";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;11;1;72,7272727272727;0
"VBI2308093";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;1;80;0
"VBI2308110";"91E0";"91E0_va";70;"Versie 2.0";"Buiten";"Atlantic";0,64;2,02230677678797;1,2942763371443;5;10;3;50;0
"VBI2308110";"91E0";"91E0_va";70;"Versie 3";"Buiten";"Atlantic";0,64;2,02230677678797;1,2942763371443;4;10;3;40;0
"VBI2311027";"91E0";"91E0_vc";100;"Versie 2.0";"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306;6;9;0;66,6666666666667;1
"VBI2311027";"91E0";"91E0_vc";100;"Versie 3";"Buiten";"Atlantic";1;1,36950074147306;1,36950074147306;5;10;2;50;0
"VBI2311074";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2311074";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2314072";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;11;1;63,6363636363636;0
"VBI2314072";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;10;1;70;0
"VBI2314079";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2314079";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;5;10;2;50;0
"VBI2314080";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,36;1,08658788131202;0,391171637272326;6;11;1;54,5454545454545;0
"VBI2314080";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,36;1,08658788131202;0,391171637272326;6;10;1;60;0
"VBI2314092";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,97;1,08658788131202;1,05399024487266;5;11;2;45,4545454545455;0
"VBI2314092";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,97;1,08658788131202;1,05399024487266;5;10;2;50;0
"VBI2314151";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,99;1,08658788131202;1,0757220024989;5;11;2;45,4545454545455;0
"VBI2314151";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,99;1,08658788131202;1,0757220024989;5;10;2;50;0
"VBI2314152";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;9;11;0;81,8181818181818;1
"VBI2314152";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;8;10;0;80;1
"VBI2314159";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;9;11;0;81,8181818181818;1
"VBI2314159";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;9;10;0;90;1
"VBI2316065";"91E0";"91E0_va";60;"Versie 2.0";"Binnen";"Atlantic";0,8;1;0,8;4;10;3;40;0
"VBI2316065";"91E0";"91E0_va";60;"Versie 3";"Binnen";"Atlantic";0,8;1;0,8;6;10;3;60;0
"VBI2316066";"91E0";"91E0_va";95;"Versie 2.0";"Binnen";"Atlantic";0,67;1;0,67;4;9;3;44,4444444444444;0
"VBI2316066";"91E0";"91E0_va";95;"Versie 3";"Binnen";"Atlantic";0,67;1;0,67;3;9;3;33,3333333333333;0
"VBI2316105";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;4;9;2;44,4444444444444;0
"VBI2316105";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;2,02230677678797;2,02230677678797;4;9;2;44,4444444444444;0
"VBI2317088";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;11;0;90,9090909090909;1
"VBI2317088";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2317090";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,91;1,08658788131202;0,988794971993935;7;11;2;63,6363636363636;0
"VBI2317090";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,91;1,08658788131202;0,988794971993935;7;10;2;70;0
"VBI2317095";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2317095";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2317102";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;1;63,6363636363636;0
"VBI2317102";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2317103";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2317103";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2317104";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;11;0;90,9090909090909;1
"VBI2317104";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2317105";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,39;1,08658788131202;0,423769273711686;6;11;2;54,5454545454545;0
"VBI2317105";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,39;1,08658788131202;0,423769273711686;5;10;2;50;0
"VBI2317106";"9120";"9120";80;"Versie 2.0";"Buiten";"Atlantic";0,97;1,08658788131202;1,05399024487266;8;11;1;72,7272727272727;0
"VBI2317106";"9120";"9120";80;"Versie 3";"Buiten";"Atlantic";0,97;1,08658788131202;1,05399024487266;8;10;1;80;0
"VBI2317110";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2317110";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2317111";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2317111";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2317112";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2317112";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2317119";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;10;11;0;90,9090909090909;1
"VBI2317119";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2317120";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2317120";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2317126";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2317126";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2317127";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2317127";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2317128";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2317128";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2317135";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2317135";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2317136";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,95;1;0,95;9;11;0;81,8181818181818;1
"VBI2317136";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,95;1;0,95;8;10;1;80;0
"VBI2317143";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2317143";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2317144";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,89;1;0,89;8;11;0;72,7272727272727;1
"VBI2317144";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,89;1;0,89;7;10;1;70;0
"VBI2317155";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";0,68;1,08658788131202;0,738879759292171;6;11;2;54,5454545454545;0
"VBI2317155";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";0,68;1,08658788131202;0,738879759292171;6;10;2;60;0
"VBI2318004";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;11;1;63,6363636363636;0
"VBI2318004";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;10;1;70;0
"VBI2318011";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,96;1;0,96;8;11;0;72,7272727272727;1
"VBI2318011";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,96;1;0,96;8;10;0;80;1
"VBI2318012";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,9;1;0,9;9;11;0;81,8181818181818;1
"VBI2318012";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,9;1;0,9;9;10;0;90;1
"VBI2318015";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2318015";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2318019";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,93;1;0,93;9;11;0;81,8181818181818;1
"VBI2318019";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,93;1;0,93;9;10;0;90;1
"VBI2318022";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2318022";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2318027";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2318027";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2318028";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;10;0;90;1
"VBI2318028";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;9;0;88,8888888888889;1
"VBI2318029";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2318029";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2318030";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,59;1;0,59;8;11;0;72,7272727272727;1
"VBI2318030";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,59;1;0,59;5;10;1;50;0
"VBI2318035";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2318035";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2318036";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;1;63,6363636363636;0
"VBI2318036";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;1;60;0
"VBI2318037";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;5;11;1;45,4545454545455;0
"VBI2318037";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;4;10;1;40;0
"VBI2318038";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;1;72,7272727272727;0
"VBI2318038";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;1;80;0
"VBI2318039";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2318039";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2318044";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;9;11;0;81,8181818181818;1
"VBI2318044";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;1;70;0
"VBI2318077";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;3;54,5454545454545;0
"VBI2318077";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;3;60;0
"VBI2318081";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2318081";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2318082";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;0;63,6363636363636;1
"VBI2318082";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;7;10;0;70;1
"VBI2318089";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;7;11;2;63,6363636363636;0
"VBI2318089";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;6;10;2;60;0
"VBI2318090";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;11;11;0;100;1
"VBI2318090";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;10;10;0;100;1
"VBI2318092";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;7;11;2;63,6363636363636;0
"VBI2318092";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;2;60;0
"VBI2318097";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;1;1;8;11;0;72,7272727272727;1
"VBI2318097";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;1;1;8;10;0;80;1
"VBI2318098";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;1;1;6;10;2;60;0
"VBI2318098";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;1;1;5;10;2;50;0
"VBI2318103";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;11;2;54,5454545454545;0
"VBI2318103";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;1,08658788131202;1,08658788131202;6;10;2;60;0
"VBI2318106";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,64;1,08658788131202;0,69541624403969;8;11;0;72,7272727272727;1
