"Versie";"Habitattype";"Habitatsubtype";"Indicator";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Versie 2.0";"9120";"9120";"sleutelsoorten van de kruidlaag";"Buiten";120;119,578996338387;0,85;0,12;5,85
"Versie 3";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";264;254,958996338387;26,46;21,59;31,98
"Versie 3";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen";144;135,38;37,22;29,61;45,52
"Versie 3";"9120";"9120";"sleutelsoorten van de kruidlaag";"Buiten";120;119,578996338387;14,28;9;21,91
"Versie 2.0";"9120";"9120";"invasieve exoten";"Binnen & Buiten";265;255,958996338387;67,88;61,99;73,25
"Versie 2.0";"9120";"9120";"invasieve exoten";"Binnen";145;136,38;75,71;67,9;82,12
"Versie 2.0";"9120";"9120";"invasieve exoten";"Buiten";120;119,578996338387;58,96;49,79;67,54
"Versie 2.0";"9120";"9120";"ruderalisering";"Binnen & Buiten";265;255,958996338387;93,84;90,28;96,15
"Versie 2.0";"9120";"9120";"ruderalisering";"Binnen";145;136,38;97,8;93,38;99,29
"Versie 2.0";"9120";"9120";"ruderalisering";"Buiten";120;119,578996338387;89,32;82,51;93,68
"Versie 2.0";"9120";"9120";"vergrassing";"Binnen & Buiten";265;255,958996338387;99,36;97,39;99,85
"Versie 2.0";"9120";"9120";"vergrassing";"Binnen";145;136,38;98,8;95,14;99,71
"Versie 2.0";"9120";"9120";"vergrassing";"Buiten";120;119,578996338387;100;100;100
"Versie 2.0";"9120";"9120";"verruiging";"Binnen & Buiten";265;255,958996338387;96,05;92,81;97,87
"Versie 2.0";"9120";"9120";"verruiging";"Binnen";145;136,38;94,87;89,61;97,54
"Versie 2.0";"9120";"9120";"verruiging";"Buiten";120;119,578996338387;97,4;92,2;99,17
"Versie 3";"9120";"9120";"verruiging";"Binnen & Buiten";265;255,958996338387;76,02;70,46;80,83
"Versie 3";"9120";"9120";"verruiging";"Binnen";145;136,38;77,99;70,42;84,06
"Versie 3";"9120";"9120";"verruiging";"Buiten";120;119,578996338387;73,78;65,12;80,93
"Versie 3";"9120";"9120";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";265;255,958996338387;68,23;62,34;73,58
"Versie 3";"9120";"9120";"invasieve exoten van de boom- en struiklaag";"Binnen";145;136,38;75,27;67,46;81,72
"Versie 3";"9120";"9120";"invasieve exoten van de boom- en struiklaag";"Buiten";120;119,578996338387;60,19;51,04;68,68
"Versie 3";"9120";"9120";"invasieve exoten van de kruidlaag";"Binnen & Buiten";265;255,958996338387;100;100;100
"Versie 3";"9120";"9120";"invasieve exoten van de kruidlaag";"Binnen";145;136,38;100;100;100
"Versie 3";"9120";"9120";"invasieve exoten van de kruidlaag";"Buiten";120;119,578996338387;100;100;100
"Versie 2.0";"9160";"9160";"aandeel dood hout";"Binnen & Buiten";47;45,8407358636387;57,57;42,99;70,94
"Versie 2.0";"9160";"9160";"aandeel dood hout";"Binnen";28;27,0583910083736;60,09;41,1;76,46
"Versie 2.0";"9160";"9160";"aandeel dood hout";"Buiten";19;18,7823448552651;53,95;31,91;74,54
"Versie 3";"9160";"9160";"aandeel dood hout";"Binnen & Buiten";47;45,8407358636387;57,57;42,99;70,94
"Versie 3";"9160";"9160";"aandeel dood hout";"Binnen";28;27,0583910083736;60,09;41,1;76,46
"Versie 3";"9160";"9160";"aandeel dood hout";"Buiten";19;18,7823448552651;53,95;31,91;74,54
"Versie 2.0";"9160";"9160";"bosconstantie";"Binnen & Buiten";47;45,8407358636387;59,38;44,73;72,53
"Versie 2.0";"9160";"9160";"bosconstantie";"Binnen";28;27,0583910083736;57,13;38,41;74,01
"Versie 2.0";"9160";"9160";"bosconstantie";"Buiten";19;18,7823448552651;62,61;39,4;81,18
"Versie 3";"9160";"9160";"bosconstantie";"Binnen & Buiten";47;45,8407358636387;59,38;44,73;72,53
"Versie 3";"9160";"9160";"bosconstantie";"Binnen";28;27,0583910083736;57,13;38,41;74,01
"Versie 3";"9160";"9160";"bosconstantie";"Buiten";19;18,7823448552651;62,61;39,4;81,18
"Versie 2.0";"9160";"9160";"hoeveelheid dik dood hout";"Binnen & Buiten";47;45,8407358636387;14,73;7,11;28,08
"Versie 2.0";"9160";"9160";"hoeveelheid dik dood hout";"Binnen";28;27,0583910083736;10,35;3,31;28,04
"Versie 2.0";"9160";"9160";"hoeveelheid dik dood hout";"Buiten";19;18,7823448552651;21,05;8,01;44,94
"Versie 3";"9160";"9160";"hoeveelheid dik dood hout";"Binnen & Buiten";47;45,8407358636387;14,73;7,11;28,08
"Versie 3";"9160";"9160";"hoeveelheid dik dood hout";"Binnen";28;27,0583910083736;10,35;3,31;28,04
"Versie 3";"9160";"9160";"hoeveelheid dik dood hout";"Buiten";19;18,7823448552651;21,05;8,01;44,94
"Versie 2.0";"9160";"9160";"horizontale structuur - groeiklassen";"Binnen & Buiten";47;45,8407358636387;29,76;18,33;44,44
"Versie 2.0";"9160";"9160";"horizontale structuur - groeiklassen";"Binnen";28;27,0583910083736;22,17;10,26;41,53
"Versie 2.0";"9160";"9160";"horizontale structuur - groeiklassen";"Buiten";19;18,7823448552651;40,68;21,34;63,41
"Versie 3";"9160";"9160";"horizontale structuur - groeiklassen";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Versie 3";"9160";"9160";"horizontale structuur - groeiklassen";"Binnen";28;27,0583910083736;100;100;100
"Versie 3";"9160";"9160";"horizontale structuur - groeiklassen";"Buiten";19;18,7823448552651;100;100;100
"Versie 2.0";"9160";"9160";"minimum structuurareaal";"Binnen & Buiten";47;45,8407358636387;42,01;28,71;56,58
"Versie 2.0";"9160";"9160";"minimum structuurareaal";"Binnen";28;27,0583910083736;71,17;51,82;85
"Versie 2.0";"9160";"9160";"minimum structuurareaal";"Buiten";19;18,7823448552651;0;0;0
"Versie 3";"9160";"9160";"minimum structuurareaal";"Binnen & Buiten";47;45,8407358636387;42,01;28,71;56,58
"Versie 3";"9160";"9160";"minimum structuurareaal";"Binnen";28;27,0583910083736;71,17;51,82;85
"Versie 3";"9160";"9160";"minimum structuurareaal";"Buiten";19;18,7823448552651;0;0;0
"Versie 2.0";"9160";"9160";"verticale structuur";"Binnen & Buiten";47;45,8407358636387;97,75;85,45;99,69
"Versie 2.0";"9160";"9160";"verticale structuur";"Binnen";28;27,0583910083736;100;100;100
"Versie 2.0";"9160";"9160";"verticale structuur";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Versie 3";"9160";"9160";"verticale structuur";"Binnen & Buiten";47;45,8407358636387;97,75;85,45;99,69
"Versie 3";"9160";"9160";"verticale structuur";"Binnen";28;27,0583910083736;100;100;100
"Versie 3";"9160";"9160";"verticale structuur";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Versie 2.0";"9160";"9160";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";46;44,8110020448194;56,8;42,1;70,39
"Versie 2.0";"9160";"9160";"sleutelsoorten van de boom- en struiklaag";"Binnen";28;27,0583910083736;56,61;37,91;73,6
"Versie 2.0";"9160";"9160";"sleutelsoorten van de boom- en struiklaag";"Buiten";18;17,7526110364458;57,08;34,04;77,41
"Versie 3";"9160";"9160";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";46;44,8110020448194;49,97;35,7;64,24
"Versie 3";"9160";"9160";"sleutelsoorten van de boom- en struiklaag";"Binnen";28;27,0583910083736;52,92;34,6;70,48
"Versie 3";"9160";"9160";"sleutelsoorten van de boom- en struiklaag";"Buiten";18;17,7526110364458;45,48;24,49;68,21
"Versie 2.0";"9160";"9160";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";47;45,8407358636387;25,89;15,24;40,43
"Versie 2.0";"9160";"9160";"sleutelsoorten van de kruidlaag";"Binnen";28;27,0583910083736;36,93;21,12;56,16
"Versie 2.0";"9160";"9160";"sleutelsoorten van de kruidlaag";"Buiten";19;18,7823448552651;9,98;2,44;32,93
"Versie 3";"9160";"9160";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";47;45,8407358636387;51,95;37,69;65,9
"Versie 3";"9160";"9160";"sleutelsoorten van de kruidlaag";"Binnen";28;27,0583910083736;62,06;43,1;77,94
"Versie 3";"9160";"9160";"sleutelsoorten van de kruidlaag";"Buiten";19;18,7823448552651;37,39;18,82;60,6
"Versie 2.0";"9160";"9160";"invasieve exoten";"Binnen & Buiten";47;45,8407358636387;91,71;79,58;96,92
"Versie 2.0";"9160";"9160";"invasieve exoten";"Binnen";28;27,0583910083736;93,57;77,01;98,44
"Versie 2.0";"9160";"9160";"invasieve exoten";"Buiten";19;18,7823448552651;89,04;64,85;97,28
"Versie 2.0";"9160";"9160";"ruderalisering";"Binnen & Buiten";47;45,8407358636387;93,41;81,28;97,88
"Versie 2.0";"9160";"9160";"ruderalisering";"Binnen";28;27,0583910083736;92,63;74,6;98,18
"Versie 2.0";"9160";"9160";"ruderalisering";"Buiten";19;18,7823448552651;94,52;69,24;99,25
"Versie 2.0";"9160";"9160";"verruiging";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Versie 2.0";"9160";"9160";"verruiging";"Binnen";28;27,0583910083736;100;100;100
"Versie 2.0";"9160";"9160";"verruiging";"Buiten";19;18,7823448552651;100;100;100
"Versie 3";"9160";"9160";"verruiging";"Binnen & Buiten";47;45,8407358636387;65,72;50,97;77,96
"Versie 3";"9160";"9160";"verruiging";"Binnen";28;27,0583910083736;57,15;38,44;74,03
"Versie 3";"9160";"9160";"verruiging";"Buiten";19;18,7823448552651;78,07;53,82;91,58
"Versie 3";"9160";"9160";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";47;45,8407358636387;95,51;83,55;98,89
"Versie 3";"9160";"9160";"invasieve exoten van de boom- en struiklaag";"Binnen";28;27,0583910083736;100;100;100
"Versie 3";"9160";"9160";"invasieve exoten van de boom- en struiklaag";"Buiten";19;18,7823448552651;89,04;64,85;97,28
"Versie 3";"9160";"9160";"invasieve exoten van de kruidlaag";"Binnen & Buiten";47;45,8407358636387;100;100;100
"Versie 3";"9160";"9160";"invasieve exoten van de kruidlaag";"Binnen";28;27,0583910083736;100;100;100
"Versie 3";"9160";"9160";"invasieve exoten van de kruidlaag";"Buiten";19;18,7823448552651;100;100;100
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"aandeel dood hout";"Binnen & Buiten";172;194,627861799648;52,94;44,95;60,78
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"aandeel dood hout";"Binnen";97;95,97381605635;65,27;54,7;74,52
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"aandeel dood hout";"Buiten";75;98,6540457432985;40,94;30,03;52,83
"Versie 2.0";"91E0";"91E0_va";"aandeel dood hout";"Binnen & Buiten";51;66,2011138962023;45,43;31,77;59,81
"Versie 2.0";"91E0";"91E0_vc";"aandeel dood hout";"Binnen & Buiten";25;23,9007329514447;69,74;47,22;85,58
"Versie 2.0";"91E0";"91E0_vm";"aandeel dood hout";"Binnen & Buiten";38;41,6171850506099;57,48;40,88;72,54
"Versie 2.0";"91E0";"91E0_vn";"aandeel dood hout";"Binnen & Buiten";39;43,0960588041952;58,39;41,68;73,37
"Versie 2.0";"91E0";"91E0_vo";"aandeel dood hout";"Binnen & Buiten";19;19,8127710971964;36,38;18,01;59,81
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"aandeel dood hout";"Binnen & Buiten";172;194,627861799648;52,94;44,95;60,78
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"aandeel dood hout";"Binnen";97;95,97381605635;65,27;54,7;74,52
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"aandeel dood hout";"Buiten";75;98,6540457432985;40,94;30,03;52,83
"Versie 3";"91E0";"91E0_va";"aandeel dood hout";"Binnen & Buiten";51;66,2011138962023;45,43;31,77;59,81
"Versie 3";"91E0";"91E0_vc";"aandeel dood hout";"Binnen & Buiten";25;23,9007329514447;69,74;47,22;85,58
"Versie 3";"91E0";"91E0_vm";"aandeel dood hout";"Binnen & Buiten";38;41,6171850506099;57,48;40,88;72,54
"Versie 3";"91E0";"91E0_vn";"aandeel dood hout";"Binnen & Buiten";39;43,0960588041952;58,39;41,68;73,37
"Versie 3";"91E0";"91E0_vo";"aandeel dood hout";"Binnen & Buiten";19;19,8127710971964;36,38;18,01;59,81
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"bosconstantie";"Binnen & Buiten";172;194,627861799648;63,76;55,79;71,04
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"bosconstantie";"Binnen";97;95,97381605635;65,14;54,64;74,36
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"bosconstantie";"Buiten";75;98,6540457432985;62,42;50,31;73,15
"Versie 2.0";"91E0";"91E0_va";"bosconstantie";"Binnen & Buiten";51;66,2011138962023;59,16;44,35;72,47
"Versie 2.0";"91E0";"91E0_vc";"bosconstantie";"Binnen & Buiten";25;23,9007329514447;78,35;57,59;90,6
"Versie 2.0";"91E0";"91E0_vm";"bosconstantie";"Binnen & Buiten";38;41,6171850506099;69,49;52,96;82,17
"Versie 2.0";"91E0";"91E0_vn";"bosconstantie";"Binnen & Buiten";39;43,0960588041952;62,53;45,62;76,85
"Versie 2.0";"91E0";"91E0_vo";"bosconstantie";"Binnen & Buiten";19;19,8127710971964;52,18;29,23;74,24
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"bosconstantie";"Binnen & Buiten";172;194,627861799648;63,76;55,79;71,04
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"bosconstantie";"Binnen";97;95,97381605635;65,14;54,64;74,36
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"bosconstantie";"Buiten";75;98,6540457432985;62,42;50,31;73,15
"Versie 3";"91E0";"91E0_va";"bosconstantie";"Binnen & Buiten";51;66,2011138962023;59,16;44,35;72,47
"Versie 3";"91E0";"91E0_vc";"bosconstantie";"Binnen & Buiten";25;23,9007329514447;78,35;57,59;90,6
"Versie 3";"91E0";"91E0_vm";"bosconstantie";"Binnen & Buiten";38;41,6171850506099;69,49;52,96;82,17
"Versie 3";"91E0";"91E0_vn";"bosconstantie";"Binnen & Buiten";39;43,0960588041952;62,53;45,62;76,85
"Versie 3";"91E0";"91E0_vo";"bosconstantie";"Binnen & Buiten";19;19,8127710971964;52,18;29,23;74,24
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"hoeveelheid dik dood hout";"Binnen & Buiten";172;194,627861799648;8,95;5,45;14,35
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"hoeveelheid dik dood hout";"Binnen";97;95,97381605635;9,2;4,82;16,84
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"hoeveelheid dik dood hout";"Buiten";75;98,6540457432985;8,71;4,06;17,69
"Versie 2.0";"91E0";"91E0_va";"hoeveelheid dik dood hout";"Binnen & Buiten";51;66,2011138962023;14;6,91;26,31
"Versie 2.0";"91E0";"91E0_vc";"hoeveelheid dik dood hout";"Binnen & Buiten";25;23,9007329514447;0;0;0
"Versie 2.0";"91E0";"91E0_vm";"hoeveelheid dik dood hout";"Binnen & Buiten";38;41,6171850506099;10,46;3,86;25,35
"Versie 2.0";"91E0";"91E0_vn";"hoeveelheid dik dood hout";"Binnen & Buiten";39;43,0960588041952;8,82;3,28;21,63
"Versie 2.0";"91E0";"91E0_vo";"hoeveelheid dik dood hout";"Binnen & Buiten";19;19,8127710971964;0;0;0
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"hoeveelheid dik dood hout";"Binnen & Buiten";172;194,627861799648;8,95;5,45;14,35
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"hoeveelheid dik dood hout";"Binnen";97;95,97381605635;9,2;4,82;16,84
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"hoeveelheid dik dood hout";"Buiten";75;98,6540457432985;8,71;4,06;17,69
"Versie 3";"91E0";"91E0_va";"hoeveelheid dik dood hout";"Binnen & Buiten";51;66,2011138962023;14;6,91;26,31
"Versie 3";"91E0";"91E0_vc";"hoeveelheid dik dood hout";"Binnen & Buiten";25;23,9007329514447;0;0;0
"Versie 3";"91E0";"91E0_vm";"hoeveelheid dik dood hout";"Binnen & Buiten";38;41,6171850506099;10,46;3,86;25,35
"Versie 3";"91E0";"91E0_vn";"hoeveelheid dik dood hout";"Binnen & Buiten";39;43,0960588041952;8,82;3,28;21,63
"Versie 3";"91E0";"91E0_vo";"hoeveelheid dik dood hout";"Binnen & Buiten";19;19,8127710971964;0;0;0
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"horizontale structuur - groeiklassen";"Binnen & Buiten";172;194,627861799648;16,74;11,57;23,6
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"horizontale structuur - groeiklassen";"Binnen";97;95,97381605635;15,58;9,35;24,84
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"horizontale structuur - groeiklassen";"Buiten";75;98,6540457432985;17,87;10,44;28,88
"Versie 2.0";"91E0";"91E0_va";"horizontale structuur - groeiklassen";"Binnen & Buiten";51;66,2011138962023;18,74;9,97;32,43
"Versie 2.0";"91E0";"91E0_vc";"horizontale structuur - groeiklassen";"Binnen & Buiten";25;23,9007329514447;51,24;31,06;71,03
"Versie 2.0";"91E0";"91E0_vm";"horizontale structuur - groeiklassen";"Binnen & Buiten";38;41,6171850506099;9,99;3,21;27,05
"Versie 2.0";"91E0";"91E0_vn";"horizontale structuur - groeiklassen";"Binnen & Buiten";39;43,0960588041952;8,77;2,55;26,09
"Versie 2.0";"91E0";"91E0_vo";"horizontale structuur - groeiklassen";"Binnen & Buiten";19;19,8127710971964;0;0;0
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"horizontale structuur - groeiklassen";"Binnen & Buiten";172;194,627861799648;76,36;69,04;82,39
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"horizontale structuur - groeiklassen";"Binnen";97;95,97381605635;83,44;72,1;90,77
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"horizontale structuur - groeiklassen";"Buiten";75;98,6540457432985;69,47;58,64;78,5
"Versie 3";"91E0";"91E0_va";"horizontale structuur - groeiklassen";"Binnen & Buiten";51;66,2011138962023;95,93;82,88;99,14
"Versie 3";"91E0";"91E0_vc";"horizontale structuur - groeiklassen";"Binnen & Buiten";25;23,9007329514447;100;100;100
"Versie 3";"91E0";"91E0_vm";"horizontale structuur - groeiklassen";"Binnen & Buiten";38;41,6171850506099;95,19;82,57;98,81
"Versie 3";"91E0";"91E0_vn";"horizontale structuur - groeiklassen";"Binnen & Buiten";39;43,0960588041952;8,77;2,55;26,09
"Versie 3";"91E0";"91E0_vo";"horizontale structuur - groeiklassen";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"verticale structuur";"Binnen & Buiten";172;194,627861799648;97,48;93,03;99,11
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"verticale structuur";"Binnen";97;95,97381605635;96,99;91,02;99,03
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"verticale structuur";"Buiten";75;98,6540457432985;97,95;86,83;99,71
"Versie 2.0";"91E0";"91E0_va";"verticale structuur";"Binnen & Buiten";51;66,2011138962023;96,95;81,3;99,57
"Versie 2.0";"91E0";"91E0_vc";"verticale structuur";"Binnen & Buiten";25;23,9007329514447;96,27;77,54;99,49
"Versie 2.0";"91E0";"91E0_vm";"verticale structuur";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Versie 2.0";"91E0";"91E0_vn";"verticale structuur";"Binnen & Buiten";39;43,0960588041952;100;100;100
"Versie 2.0";"91E0";"91E0_vo";"verticale structuur";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"verticale structuur";"Binnen & Buiten";172;194,627861799648;97,48;93,03;99,11
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"verticale structuur";"Binnen";97;95,97381605635;96,99;91,02;99,03
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"verticale structuur";"Buiten";75;98,6540457432985;97,95;86,83;99,71
"Versie 3";"91E0";"91E0_va";"verticale structuur";"Binnen & Buiten";51;66,2011138962023;96,95;81,3;99,57
"Versie 3";"91E0";"91E0_vc";"verticale structuur";"Binnen & Buiten";25;23,9007329514447;96,27;77,54;99,49
"Versie 3";"91E0";"91E0_vm";"verticale structuur";"Binnen & Buiten";38;41,6171850506099;100;100;100
"Versie 3";"91E0";"91E0_vn";"verticale structuur";"Binnen & Buiten";39;43,0960588041952;100;100;100
"Versie 3";"91E0";"91E0_vo";"verticale structuur";"Binnen & Buiten";19;19,8127710971964;89,91;66,9;97,52
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";167;188,93555502286;46,7;38,79;54,78
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"sleutelsoorten van de boom- en struiklaag";"Binnen";93;92,30381605635;52,18;41,45;62,71
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"sleutelsoorten van de boom- en struiklaag";"Buiten";74;96,6317389665105;41,46;30,18;53,71
"Versie 2.0";"91E0";"91E0_va";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";47;61,5088071194143;47,54;33,09;62,41
"Versie 2.0";"91E0";"91E0_vc";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";25;23,9007329514447;53,39;32,95;72,75
"Versie 2.0";"91E0";"91E0_vm";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";38;41,6171850506099;55,54;39,24;70,73
"Versie 2.0";"91E0";"91E0_vn";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";39;43,0960588041952;26,24;14,48;42,76
"Versie 2.0";"91E0";"91E0_vo";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";18;18,8127710971964;62,72;37,98;82,22
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";167;188,93555502286;60,76;52,73;68,26
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"sleutelsoorten van de boom- en struiklaag";"Binnen";93;92,30381605635;66,08;55,14;75,54
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"sleutelsoorten van de boom- en struiklaag";"Buiten";74;96,6317389665105;55,68;43,82;66,93
"Versie 3";"91E0";"91E0_va";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";47;61,5088071194143;76,22;61,24;86,67
"Versie 3";"91E0";"91E0_vc";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";25;23,9007329514447;61,93;40,59;79,49
"Versie 3";"91E0";"91E0_vm";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";38;41,6171850506099;55,54;39,24;70,73
"Versie 3";"91E0";"91E0_vn";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";39;43,0960588041952;42,25;26,98;59,15
"Versie 3";"91E0";"91E0_vo";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";18;18,8127710971964;62,72;37,98;82,22
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";172;194,627861799648;29,2;22,44;37,03
"Versie 2.0";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"sleutelsoorten van de kruidlaag";"Binnen";97;95,97381605635;27,36;18,93;37,79
"Versie 2.0";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"sleutelsoorten van de kruidlaag";"Buiten";75;98,6540457432985;31;21,09;43,03
"Versie 2.0";"91E0";"91E0_va";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";51;66,2011138962023;46,13;32,33;60,56
"Versie 2.0";"91E0";"91E0_vc";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";25;23,9007329514447;18,25;6,93;40,1
"Versie 2.0";"91E0";"91E0_vm";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";38;41,6171850506099;17,98;8,62;33,77
"Versie 2.0";"91E0";"91E0_vn";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";39;43,0960588041952;33,54;19,84;50,72
"Versie 2.0";"91E0";"91E0_vo";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";19;19,8127710971964;0;0;0
"Versie 3";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";172;194,627861799648;28,03;21,45;35,73
"Versie 3";"91E0";"91E0_vc; 91E0_vo; 91E0_vm; 91E0_va; 91E0_vn";"sleutelsoorten van de kruidlaag";"Binnen";97;95,97381605635;30,89;22,22;41,15
"Versie 3";"91E0";"91E0_vm; 91E0_vc; 91E0_vo; 91E0_vn; 91E0_va";"sleutelsoorten van de kruidlaag";"Buiten";75;98,6540457432985;25,26;16,09;37,32
"Versie 3";"91E0";"91E0_va";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";51;66,2011138962023;30,65;19,06;45,34
"Versie 3";"91E0";"91E0_vc";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";25;23,9007329514447;41,4;23,25;62,22
"Versie 3";"91E0";"91E0_vm";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";38;41,6171850506099;15,41;6,89;30,96
"Versie 3";"91E0";"91E0_vn";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";39;43,0960588041952;14,03;5,66;30,75
"Versie 3";"91E0";"91E0_vo";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";19;19,8127710971964;60,15;36,41;79,92
"Versie 2.0";"91E0";"91E0_vc; 91E0_vm; 91E0_vo; 91E0_va; 91E0_vn";"invasieve exoten";"Binnen & Buiten";172;194,627861799648;82,23;75,17;87,62
