"Versie";"Habitattype";"Habitatsubtype";"Indicator";"SBZH";"nObs";"sumWeight";"AandeelGunstig";"AandeelGunstig_LLCI";"AandeelGunstig_ULCI"
"Versie 2.0";"9120";"9120";"verticale structuur";"Binnen & Buiten";265;255,958996338387;88,58;84,03;91,95
"Versie 2.0";"9120";"9120";"verticale structuur";"Binnen";145;136,38;84,7;77,68;89,81
"Versie 2.0";"9120";"9120";"verticale structuur";"Buiten";120;119,578996338387;92,99;86,58;96,47
"Versie 3";"9120";"9120";"verticale structuur";"Binnen & Buiten";265;255,958996338387;88,58;84,03;91,95
"Versie 3";"9120";"9120";"verticale structuur";"Binnen";145;136,38;84,7;77,68;89,81
"Versie 3";"9120";"9120";"verticale structuur";"Buiten";120;119,578996338387;92,99;86,58;96,47
"Versie 2.0";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";264;255,538996338387;63,1;57,03;68,79
"Versie 2.0";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen";144;135,96;67,78;59,62;74,99
"Versie 2.0";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Buiten";120;119,578996338387;57,78;48,66;66,4
"Versie 3";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";264;255,538996338387;63,1;57,03;68,79
"Versie 3";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Binnen";144;135,96;67,78;59,62;74,99
"Versie 3";"9120";"9120";"sleutelsoorten van de boom- en struiklaag";"Buiten";120;119,578996338387;57,78;48,66;66,4
"Versie 2.0";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";264;254,958996338387;2,63;1,27;5,36
"Versie 2.0";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen";144;135,38;4,2;1,93;8,92
"Versie 2.0";"9120";"9120";"sleutelsoorten van de kruidlaag";"Buiten";120;119,578996338387;0,85;0,12;5,83
"Versie 3";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";264;254,958996338387;26,46;21,44;32,17
"Versie 3";"9120";"9120";"sleutelsoorten van de kruidlaag";"Binnen";144;135,38;37,22;29,63;45,51
"Versie 3";"9120";"9120";"sleutelsoorten van de kruidlaag";"Buiten";120;119,578996338387;14,28;9,01;21,89
"Versie 2.0";"9120";"9120";"invasieve exoten";"Binnen & Buiten";265;255,958996338387;67,88;61,9;73,32
"Versie 2.0";"9120";"9120";"invasieve exoten";"Binnen";145;136,38;75,71;67,91;82,11
"Versie 2.0";"9120";"9120";"invasieve exoten";"Buiten";120;119,578996338387;58,96;49,81;67,52
"Versie 2.0";"9120";"9120";"ruderalisering";"Binnen & Buiten";265;255,958996338387;93,84;90,22;96,18
"Versie 2.0";"9120";"9120";"ruderalisering";"Binnen";145;136,38;97,8;93,39;99,29
"Versie 2.0";"9120";"9120";"ruderalisering";"Buiten";120;119,578996338387;89,32;82,53;93,68
"Versie 2.0";"9120";"9120";"vergrassing";"Binnen & Buiten";265;255,958996338387;99,36;97,38;99,85
"Versie 2.0";"9120";"9120";"vergrassing";"Binnen";145;136,38;98,8;95,15;99,71
"Versie 2.0";"9120";"9120";"vergrassing";"Buiten";120;119,578996338387;100;100;100
"Versie 2.0";"9120";"9120";"verruiging";"Binnen & Buiten";265;255,958996338387;96,05;92,81;97,87
"Versie 2.0";"9120";"9120";"verruiging";"Binnen";145;136,38;94,87;89,62;97,54
"Versie 2.0";"9120";"9120";"verruiging";"Buiten";120;119,578996338387;97,4;92,22;99,16
"Versie 3";"9120";"9120";"verruiging";"Binnen & Buiten";265;255,958996338387;76,02;70,46;80,83
"Versie 3";"9120";"9120";"verruiging";"Binnen";145;136,38;77,99;70,43;84,05
"Versie 3";"9120";"9120";"verruiging";"Buiten";120;119,578996338387;73,78;65,14;80,91
"Versie 3";"9120";"9120";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";265;255,958996338387;68,23;62,27;73,64
"Versie 3";"9120";"9120";"invasieve exoten van de boom- en struiklaag";"Binnen";145;136,38;75,27;67,47;81,71
"Versie 3";"9120";"9120";"invasieve exoten van de boom- en struiklaag";"Buiten";120;119,578996338387;60,19;51,06;68,66
"Versie 3";"9120";"9120";"invasieve exoten van de kruidlaag";"Binnen & Buiten";265;255,958996338387;100;100;100
"Versie 3";"9120";"9120";"invasieve exoten van de kruidlaag";"Binnen";145;136,38;100;100;100
"Versie 3";"9120";"9120";"invasieve exoten van de kruidlaag";"Buiten";120;119,578996338387;100;100;100
"Versie 2.0";"9110";"9110";"aandeel dood hout";"Binnen & Buiten";3;11,0218068535826;90,93;NA;NA
"Versie 2.0";"9110";"9110";"aandeel dood hout";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"aandeel dood hout";"Buiten";1;1;0;NA;NA
"Versie 3";"9110";"9110";"aandeel dood hout";"Binnen & Buiten";3;11,0218068535826;90,93;NA;NA
"Versie 3";"9110";"9110";"aandeel dood hout";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"aandeel dood hout";"Buiten";1;1;0;NA;NA
"Versie 2.0";"9110";"9110";"bosconstantie";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"bosconstantie";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"bosconstantie";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"bosconstantie";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"bosconstantie";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"bosconstantie";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"hoeveelheid dik dood hout";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Versie 2.0";"9110";"9110";"hoeveelheid dik dood hout";"Binnen";2;10,0218068535826;0;NA;NA
"Versie 2.0";"9110";"9110";"hoeveelheid dik dood hout";"Buiten";1;1;0;NA;NA
"Versie 3";"9110";"9110";"hoeveelheid dik dood hout";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Versie 3";"9110";"9110";"hoeveelheid dik dood hout";"Binnen";2;10,0218068535826;0;NA;NA
"Versie 3";"9110";"9110";"hoeveelheid dik dood hout";"Buiten";1;1;0;NA;NA
"Versie 2.0";"9110";"9110";"horizontale structuur - groeiklassen";"Binnen & Buiten";3;11,0218068535826;54,54;NA;NA
"Versie 2.0";"9110";"9110";"horizontale structuur - groeiklassen";"Binnen";2;10,0218068535826;50;NA;NA
"Versie 2.0";"9110";"9110";"horizontale structuur - groeiklassen";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"horizontale structuur - groeiklassen";"Binnen & Buiten";3;11,0218068535826;54,54;NA;NA
"Versie 3";"9110";"9110";"horizontale structuur - groeiklassen";"Binnen";2;10,0218068535826;50;NA;NA
"Versie 3";"9110";"9110";"horizontale structuur - groeiklassen";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"minimum structuurareaal";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"minimum structuurareaal";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"minimum structuurareaal";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"minimum structuurareaal";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"minimum structuurareaal";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"minimum structuurareaal";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"verticale structuur";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"verticale structuur";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"verticale structuur";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"verticale structuur";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"verticale structuur";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"verticale structuur";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"sleutelsoorten van de boom- en struiklaag";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"sleutelsoorten van de boom- en struiklaag";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"sleutelsoorten van de boom- en struiklaag";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"sleutelsoorten van de boom- en struiklaag";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"sleutelsoorten van de boom- en struiklaag";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Versie 2.0";"9110";"9110";"sleutelsoorten van de kruidlaag";"Binnen";2;10,0218068535826;0;NA;NA
"Versie 2.0";"9110";"9110";"sleutelsoorten van de kruidlaag";"Buiten";1;1;0;NA;NA
"Versie 3";"9110";"9110";"sleutelsoorten van de kruidlaag";"Binnen & Buiten";3;11,0218068535826;0;NA;NA
"Versie 3";"9110";"9110";"sleutelsoorten van de kruidlaag";"Binnen";2;10,0218068535826;0;NA;NA
"Versie 3";"9110";"9110";"sleutelsoorten van de kruidlaag";"Buiten";1;1;0;NA;NA
"Versie 2.0";"9110";"9110";"invasieve exoten";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"invasieve exoten";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"invasieve exoten";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"ruderalisering";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"ruderalisering";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"ruderalisering";"Buiten";1;1;100;NA;NA
"Versie 2.0";"9110";"9110";"verruiging";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"verruiging";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 2.0";"9110";"9110";"verruiging";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"verruiging";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"verruiging";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"verruiging";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"invasieve exoten van de boom- en struiklaag";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"invasieve exoten van de boom- en struiklaag";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"invasieve exoten van de boom- en struiklaag";"Buiten";1;1;100;NA;NA
"Versie 3";"9110";"9110";"invasieve exoten van de kruidlaag";"Binnen & Buiten";3;11,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"invasieve exoten van de kruidlaag";"Binnen";2;10,0218068535826;100;NA;NA
"Versie 3";"9110";"9110";"invasieve exoten van de kruidlaag";"Buiten";1;1;100;NA;NA
